OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
EHD1,21.77104028346445,21.82365410604652,21.766465662099243,21.485746229729404,21.696456881227263,21.30019502148502,21.277539676238206,21.05019236232545,21.76589163229937,21.151508586732973
EHD3,21.257365091242725,21.125657050983683,21.409493580182655,20.97816696211448,20.86076670975502,21.278793938186464,20.961398785493646,20.732481201486962,20.993615799950675,20.864111438722393
EHD4,20.954192638667514,20.920285682831796,21.410722869341818,21.225716102931955,20.99998222745284,21.051325638417758,20.961398785493646,20.732481201486962,20.180110396535046,20.805037237471574
EIF2B1,21.78468437418554,22.345778963757944,21.834373759455637,21.367952719659872,21.77970650576419,21.047538753020394,20.13428332622361,21.275409456739215,22.33496519318707,22.074268804321683
EIF2B2,18.400211045608096,18.685351480778344,18.398305454698566,17.75333226653102,19.501128491364234,17.64067475913343,18.1518556282647,17.590552158601255,17.391278139032647,18.60990611376743
EIF2B4,19.97385155205329,19.131935421013807,19.239330561006057,19.57233314964605,19.221984251853936,20.367635430819462,19.122195721624976,19.511352280528662,19.816069850003718,19.426689349917424
EIF2B3,16.882119912850918,16.611676110724012,17.001745297025487,16.347119884791603,16.114038798634457,16.80917064549469,16.121893072855777,16.382354662498784,15.581308127240593,16.28372549797533
EIF2A,22.17641320112562,22.41832618523089,22.143849917342543,22.138473596778915,21.981545473672103,22.08320151502312,22.329636286467036,22.10030011861753,22.075801512737605,22.00369880580095
EIF3B,22.38234914461934,22.659039911971618,22.807769011300316,21.9849478132485,23.006384683218524,22.085320896892526,22.21296439965151,22.105369574967135,22.39714334880623,21.979160418482962
EIF3C,21.756109919862084,21.539202310207287,21.630665753095588,21.98839723065437,21.85191534505528,21.554453517056352,21.324617639452025,21.47932499393123,21.520083232263097,21.19428622859403
EIF3D,21.32061256647608,21.16021744500823,21.194685285978856,20.7018263668547,21.535126824582406,20.689331456171704,20.349228381862613,20.70054389150824,20.759498740124684,20.31761056686969
EIF3E,22.02465069985301,21.906483501238114,21.64256821754477,22.180839951144748,21.881428824101956,21.657192692102264,21.784207729089765,21.88114063389605,21.625446006652368,21.763551798259925
EIF3F,23.052367660751965,23.23263108725469,23.45678453825666,22.830012474787207,23.21795971347947,23.04559057638489,22.840436426158288,23.366599894495586,23.133731970516926,22.640465709946536
EIF3G,19.931044822302255,18.963503411565036,19.591142671241798,18.965355882061967,19.110110309467814,18.253296722936877,19.536867799544794,19.647208435020058,19.616416961788484,20.228219372148242
EIF3H,20.384272561221234,20.193394152839385,20.181949205341382,20.357244734330337,20.13916125666568,20.465592098872293,20.34897951283008,20.227889657658917,20.159454483526325,19.885361627303954
EIF3I,21.321248874854167,21.66986431646314,21.6813630305019,20.826572739357854,21.918085047583716,20.81721023857206,20.55180111189859,21.108981858373333,21.44310920384357,21.345781816366898
EIF3J,22.024361850927605,20.906348770086076,21.61496929100884,20.792964372482896,21.653807979528313,22.954363352590146,23.363651800546595,21.966486061083934,21.482414631026348,22.631371938604353
EIF3K,20.932551731577192,20.800236826623845,20.83107226708812,21.028945409691985,21.365675085421817,21.55347402379399,20.642127423499865,19.95833182396332,21.088728135387846,20.26764781026567
EIF3L,21.540771513770203,21.38049034304093,21.32622307814829,21.001025282579693,21.553225567884517,21.47181262469414,20.925256648109986,21.10441833835462,21.575943147357226,21.300928344973663
EIF3M,21.779007933584175,21.70708962951456,21.25332009225213,21.03412937364389,22.227992948435467,21.171105192614156,21.25899470008319,20.911629329506297,21.755065386387447,21.331530370985647
EIF3CL,21.74383694515668,21.539202310207287,21.630665753095588,21.975265489561068,21.849150558758886,21.554453517056352,21.324617639452025,21.47932499393123,21.520083232263097,21.19428622859403
ELAVL1,21.35774258989401,21.327823486048885,21.244335892583578,21.742864443264907,21.80740339567594,21.462083037017933,21.53485863176954,21.26322855075856,21.53250772193571,21.286534723014494
ELOB,20.585032587522424,20.402841836444324,20.44465687042936,20.592720330104356,20.56806615402836,20.688791024062827,21.59619639226353,21.117774379054968,21.523208469133095,20.471131974201143
ELOC,22.634387406070346,22.364915695619985,22.43609626161091,22.304198777796838,22.17377979226038,21.5929236788519,22.5735765090167,22.796191426377142,22.74205532776062,22.179363847837866
EMC1,18.84196534051149,18.04707351945363,18.071045698133332,16.993501321311197,19.059553837909764,17.56403148544535,17.04365575147363,16.925602638309076,18.495937497104478,18.023582106206504
EMD,22.514323894655696,22.351287555469668,21.98760189166269,22.188341507950874,22.437201799812943,21.88095916818046,21.539880735771042,21.640749686479122,22.29117415628655,22.077198572140663
ENAH,19.841970049238316,18.6289688827808,19.087319147784292,19.08507897620328,19.588667850970147,19.773102608720137,18.485787243389623,18.17165660145037,19.223960098604344,18.898839888334695
ENO1,24.78264977640145,25.82687283535446,26.60045487556957,23.598077868928677,25.80477061936293,24.038956847863208,23.893273816225648,23.074786187105627,25.34520126989428,25.191182371606367
ENO3,26.52757909229572,26.883260889444124,27.516396934474052,26.88771846209839,26.9560367112461,26.186506759737092,26.02181768842342,27.036805942201774,26.804476639118818,26.546983941214812
ENO2,26.717455337385537,26.966161818959783,27.41649886737153,26.88771846209839,27.223955814396298,26.75697762819442,26.02181768842342,27.036805942201774,27.09853808606271,26.546983941214812
ENOPH1,21.57836858437995,21.07396896244432,21.442169299587693,21.39659865400331,21.81716744404436,21.299650030928994,21.573913637027132,21.540455990375914,20.812104008807996,19.7913726126542
HSP90B2P,26.99398375789382,26.527334947094058,26.726764571454954,26.13320813341265,26.511389730496585,26.412841337860296,26.52285358198829,26.887095732525125,26.843299602925505,26.6238932791586
HSP90B1,25.781095066840425,25.99518048377174,25.733934525326113,26.025753246954718,26.09388785738474,26.04125669309248,25.92496748338801,26.363995918266735,25.868680935520516,25.6300379175717
EPCAM,21.629137349761475,21.626934399663103,22.093100327356446,20.60606561458263,22.607156339338612,20.91362342821409,19.558237002743954,19.82738771914696,20.96099522561735,20.97355729683784
EPHA2,18.805120441423075,18.854622457517316,18.833661127587416,17.416237735753448,18.850140509826193,17.55378795903363,19.304084902029473,19.26550779540552,18.60395945066341,18.95070322779186
EPPK1,22.86316245247371,23.28838048406142,23.2159068797817,23.67680269161354,23.17835890626846,23.898810372047457,23.209437288572268,23.474573836366513,23.442584291554002,22.77319422056832
ERAP2,20.067949888759557,19.729649698917477,19.94331270110329,20.02357592569247,19.87365012872216,20.33253159160715,20.603526211743322,20.38462038818426,20.579789359417347,20.303084999369926
ERBB2,26.021840642752984,25.952972043779088,25.954304010974283,25.658063699065146,26.248815738779317,26.29514626325139,25.66903377405849,25.66043060722455,25.582723694606262,25.423149316428407
ERBB4,26.168725772373342,25.930447545244633,25.71400930617592,26.0622674411487,25.61635713695176,26.160108627042558,25.93631142973083,26.041324017487838,25.694522550041878,25.66750602502059
ETF1,24.069723814104883,23.924246467461202,23.864569976747283,23.98350977374956,23.938256654551658,23.666647957066967,23.39129203224674,23.939373245576153,24.006832587352154,23.796570413607903
GSPT1,23.724530525250806,23.47781097126405,23.465414102228355,23.4496787638583,23.88058713277936,22.806856931370554,23.687005943014462,23.771837424234445,23.499366356071242,23.20936318118258
GSPT2,23.77771066099941,23.450513978843667,23.465414102228355,23.86627261203183,23.624237196391604,23.01773749836206,24.268087168324023,23.81388252479352,23.905865250525956,23.628866516545063
ERGIC1,22.506312156195804,22.412267819766534,22.932795077969203,22.38502095843534,23.125563288606553,21.425149732602048,21.17926001513914,21.925980546870004,22.555499251044417,22.832211122705438
ERH,21.863694145433815,21.48827332966149,21.992541793368172,21.768726072685368,22.52922131566142,20.80910463255271,21.756949812109873,21.61384246663786,21.846450718671775,21.36731733661355
ERLIN1,22.24055849788187,21.864210232339616,21.528366917359037,22.180288252131568,22.834857822553534,21.767147974315385,22.290039183043575,22.067027153297932,21.76421598605933,22.4538585083125
ERLIN2,22.17962115657882,21.864210232339616,22.16182026589778,22.019154102888496,22.127600570289808,21.84475233354425,21.87622221114584,21.666786462589094,21.48159766668757,21.751813231047382
ERO1A,22.775773504837435,22.654388889726775,22.960998078801353,22.550825876722225,22.74156718889,22.008494742991466,22.65008862063563,22.428951459909236,23.118361113398883,22.215914523541063
ERP29,24.491644356710854,24.182313104006184,24.233637607124628,24.254120160064915,24.311121253734015,24.609866929910666,24.518369665129423,24.550787792999788,24.57271574016098,24.21886617218316
ERP44,21.510596971649615,21.150418565378722,21.211428826991074,21.131508701360403,21.35503374017253,21.215759049279477,21.311697238098105,21.024912207425015,21.431862115039543,21.075950717321373
EPS8L2,18.08757165702609,18.20822263856409,18.369700486634166,17.035991315939363,18.42315262843464,17.26331502319996,17.286084688394812,16.714262959086092,17.813729510631106,17.515367501461345
ESRP1,19.479390928346902,19.545482734940165,19.568552983573845,19.019725988712977,20.15917329000228,19.15994512378825,18.748695406596035,19.080524299987694,19.079056484331105,18.87200212652855
ESD,20.854736381460285,20.93942990149946,21.244441922384254,20.87682917912641,21.009310585191173,20.06339200070064,21.61031229382616,20.852267589883613,21.231487231518123,20.474330018705025
ESYT1,19.500092304636038,19.05506547483749,19.209393206813353,18.651226072089244,19.45092202773077,19.319233249478625,18.500221390612552,18.74997301718844,18.82196012477301,18.90917328435063
ETFA,22.5773036110308,21.618770869967292,22.268740614791408,21.933007973705674,22.267213586781786,21.12234467702712,21.705595743369916,22.57253312900254,22.071964362653155,22.25536136741035
ETFB,23.641005592208117,23.953603173582287,23.82606219935427,23.996286700658185,23.55119317138927,23.694174006168506,24.194061299284357,24.290772715138736,24.013599253332355,23.76947830447176
EVPL,23.732226288170637,24.090826993776716,23.139737968916883,22.507355637302506,22.80569960195155,21.09505569647475,22.203492062322116,22.73930547451383,24.01761115424402,22.76102946390469
EZR,25.36090323895379,25.121616384066016,24.873944224709074,25.587333469676977,25.301510329918017,24.32066057614928,25.774294919619415,25.926115473492544,25.48874347049921,24.989153141224136
ST13,24.093759994552116,23.348946012342832,24.456346070170163,24.612850632177626,24.509919671122084,24.270163647883663,24.88410730861971,24.590339787945116,24.025960692263926,24.257500160753548
ST13P5,23.716568549698415,22.993367090449585,23.35274675716693,23.644509652350276,23.87388347831026,24.059803458594253,24.139305990960043,24.074339997843076,23.36452376894009,23.497136526121928
PFKFB2,19.532294834874136,19.392454311791177,19.784068906012873,19.14040017934347,19.761351104055503,19.660334349285364,19.199757415424063,19.494281523948114,19.793424613816992,18.799609634700285
FAM98B,18.23448875542702,19.375372764456426,19.26740831225691,17.914745935095198,19.878196508950708,17.346963200775328,17.867557675964605,18.071002623233078,18.22107061158198,18.943227267476292
FABP5,23.630700300296006,23.91136754742474,23.998859289972476,24.179804565224707,22.82775771660178,23.372008860613235,24.433832477156432,24.091794576263226,24.244254183188602,23.663494143342902
ZMPSTE24,19.254281930125543,20.580464806278645,19.850295237393194,17.156586822121568,20.16900949601923,18.074648199945692,17.981289508771123,17.753342128047315,19.02858833384048,20.214140447505237
FAR1,20.33211737194644,19.974346792011268,19.710717156572283,19.773576961617458,20.44174941771894,20.59855572113528,19.588792729973754,19.682710616305744,19.49432441377361,20.426920347612075
FADD,19.060010437906065,19.149567313185926,19.240189319837615,18.353580051300963,19.76907097092732,18.666219753999858,17.464511460506134,17.479271130890194,18.614136631822138,18.175625311694787
FAF2,21.42172770797989,20.905274568776537,20.685158417672703,21.105889672512554,20.936867562814527,21.455008987067984,21.102880315058457,21.02688578281585,21.16460318437789,21.178454226229224
FAM3C,22.545742585612487,22.450979808077726,21.900339708739256,21.661913808623567,22.330858257343728,21.48510186224092,22.362795614531343,22.251307757033167,22.156255266995405,22.13558356628024
FANCI,18.11473688909204,17.8621874715502,17.911525057508833,17.341139460384877,18.16622640384318,18.014038167063298,17.131391339458702,18.026980256117007,18.226753938394566,17.65642792112613
FASN,21.6969990900702,21.517668643705875,21.757786374143073,21.60779506094063,22.035374528113493,21.65474803752891,21.29822113166122,21.91132195921937,21.23396023615713,21.364617480273083
FBN2,25.05827865045436,23.828659314764,23.711772441931686,25.093502366201907,24.055080181537534,25.1303862993418,24.62615654160836,25.303323583479102,24.48869735271421,25.172272852596418
FBL,22.915574425855127,23.302255648589487,23.570213924833936,22.525470685518975,22.846131872144525,22.036470941920655,21.786608080963212,22.370719191461014,23.621095907993045,23.20354756604886
FBXO21,23.15871892044307,22.783158031784364,23.313578061978838,22.687321271065898,23.493523729345156,22.60699129336204,22.53983957835184,22.61643988061325,23.199522592957685,23.055617268435796
GFUS,23.45139588655122,22.613096368396146,22.598371438674445,22.52921867428951,22.464028903848437,22.984530804255787,23.549970484528217,23.27642872710081,23.671649687678297,22.82970695913375
FDFT1,22.525016004016674,22.859532319017013,22.7860886419124,23.234167310214456,23.269128375534528,23.39716248605812,21.872763419854557,21.519506876749436,22.51336200606447,21.841339538163403
FEN1,21.2995602246877,21.5061275035619,21.479172630452243,21.00474538522316,21.388842822202058,21.278072360576672,21.15369831789638,21.35940166810602,21.549188801148077,20.988279221127925
