OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
NAA10,21.52110295548789,22.351278272885057,23.101838067386122,21.991201601135494,22.00191552530383,21.875307296911913,21.475700741540507,22.22316806571225,22.17494170555861,22.777668436925268
NAA15,18.21346970107488,18.894422207775182,19.18240830266103,18.417683657519763,19.475596421756507,17.693100763118494,18.55841382307197,18.300629947417526,17.70595406922093,18.255617654542483
NAA25,21.140374760761365,20.212987657310755,21.630918877124845,20.74943150299543,21.356464046587995,21.28610683596054,20.633322114706225,21.130754741943242,21.27955764114119,20.788748910581415
NAA50,20.9536049105965,20.96123205706879,20.571311142312087,20.402748894852273,20.745960063333612,20.271308788280304,20.93248314867217,20.464050090164097,20.41331169210176,20.032598723190087
NACA,25.0444802724123,25.147506470940137,24.756447187177006,25.045344707235685,25.028007297255527,25.276567412391294,24.767057257363128,24.70910725307974,25.11644774541196,25.16223031008413
NAMPT,20.57494325189569,20.479777299806152,21.496664367478264,20.78754002422159,20.959762885902112,21.155606416595425,21.099944207422304,20.63907501394621,20.599766479217557,20.79169389341112
NASP,21.627910138733732,21.580881976417192,21.781760255993568,21.27375445837061,21.374714263895882,21.385609466168905,21.429638595484143,21.96009279630146,21.722245254237198,21.146221509524736
NAT10,20.1407076640517,20.452762530224078,21.178414541112687,19.606064807096672,20.87456602317634,19.7433768649178,18.851344096659865,19.3310311869898,19.87193077412654,20.25834935381574
CYB5R1,23.11124727175434,23.157719225294638,22.589920733122003,22.739616301266363,22.292854570369315,22.81054645551846,22.842372476305883,22.5225736851498,23.815538317778227,22.974684962744114
CYB5R3,22.034247885566007,21.969271271556003,21.841429637354757,21.62630938866245,22.29358033116158,21.969331084226987,21.6212656497885,21.959572444431316,21.622169336512833,21.662632261033135
NBEAL2,19.217468318997977,18.690820722453772,19.017794819799196,18.22118358741691,19.311597352352152,18.474459548268392,17.95677771063122,17.970328465256884,18.50041034453132,18.817798532867325
NCBP1,18.468560238313042,18.607207075221936,18.546913706698273,18.35814324792817,18.75850474318681,18.545670668676998,16.822138593238144,17.70316029465704,18.64771307176462,18.78302839431521
NCEH1,24.60514224658389,24.46940361454594,24.33814816097093,24.127106479354165,24.417022283161145,23.90085250710169,24.05384600599647,24.09475244373716,24.389441295414997,24.500316066568526
NCLN,20.56560079738292,20.784882736087184,22.06727909258085,20.321060343482028,20.84281145248194,21.01322070888718,20.610042581099925,20.68008866049721,20.75976485551348,19.794020807154865
POR,18.577808877889954,18.50424719589473,18.12364965108158,17.534950677518594,18.144675243084475,17.788264904807797,16.78354171441781,17.64893442029732,17.729333385261715,18.061072693560018
NME2P1,27.85612193144798,27.802430453578427,27.975922799008995,27.911533413935928,27.998438326826403,27.594447892291836,28.113364300737967,28.28040614201899,28.357827090057462,27.79404408161917
NME1,24.999225512151916,24.72423484482852,24.713180086030786,24.957810730042777,24.42881448354562,24.891039668180266,25.40671426611325,25.30853657488405,25.195921531645038,25.047288434734735
NME2,24.23656157217965,24.194556506453416,24.117550490308112,24.34745598770904,24.141872677886713,24.373413584563412,24.723577274076824,24.814006548814202,24.634517606150265,24.334537490404102
NDUFA9,20.7256140217859,20.843228613746966,20.664391752766303,20.132735272510942,20.648210033421616,20.204364719655736,18.62445528569379,19.568208156587243,20.318881781110157,19.000554372933564
NDUFA10,20.234526924146525,20.022629863672964,19.95084269271389,20.73730504132994,20.465663090957857,21.016454198948395,20.391418726960207,20.435605211632172,20.27013058123715,20.047645555545575
NDUFA13,19.322251170722875,19.614451959936613,19.410775427500294,19.822759603167373,18.696128223266204,20.563876757577436,19.522938730947438,19.938141081331864,19.75410042276412,19.96925620783888
NDUFB4,21.474155783848012,21.456475805308514,21.44599321263477,21.414989891324403,21.024982411531358,21.949326891525498,21.29153734450093,21.409088548714344,21.217512790211035,21.255729711137327
NDUFB9,19.585882175996588,19.447969286766213,19.436704445162217,18.98695995830089,20.05772817511631,19.611051807369105,18.857253598689166,19.028329899024893,19.335905889341134,19.55999376321842
NDUFS1,19.795639494465227,19.54207886059783,19.46620680441503,19.33912661293547,19.4488666155901,20.320028600686733,19.216954779590992,19.054033980552376,19.53738240407695,19.144142426370486
NDUFS2,23.746712655455813,23.27123798961248,23.57161020329017,23.831248866446806,23.541922477525386,22.503923371589266,24.24563753000127,24.021198668046303,24.38866289204246,23.204673401956732
NDUFS3,18.983459876829773,18.390051914411167,18.982856973959287,18.51763533496723,19.354937236683686,18.63601652187687,18.71408577133309,19.082366196361303,18.64105077245469,18.83471409562083
NDUFV1,19.53057264622864,19.548253109807938,20.35189108113864,19.927847732073154,20.049329793266047,19.677813995040665,18.678610938460523,19.113356321943655,19.617075359847327,18.882541049749484
NEDD8,22.60222178449187,22.57478855049258,22.671880046677146,23.31167408282246,22.755954688133798,22.720992253813986,23.055660881486375,22.9466943520294,22.449529134036954,22.827182386972183
EMG1,19.62845913023474,19.5075947458532,18.977386462654167,19.701662017443144,19.834645852266327,20.206115556053962,18.91463467174736,19.789381688951526,19.463180263073987,19.245499572987146
NLN,21.08949666701168,20.461333825142894,20.89493742268347,21.852243680247998,20.62397604282482,21.658732604362797,21.827927286304025,21.803424288512055,21.6514815153979,21.830727716084105
NEFH,26.837713531805772,26.51218758333362,26.323302766737342,26.980436243408505,26.538777941460154,27.17259610824941,27.004160277547456,26.979008841943443,26.95593030153429,27.013851182462666
NFS1,26.47672032525808,26.51218758333362,26.323302766737342,26.980436243408505,26.538777941460154,27.17259610824941,27.004160277547456,25.65578101483659,27.054131229499276,27.013851182462666
LCN2,21.965145509975397,21.41510373635347,22.48659748812922,21.75843905777232,22.17141652629154,22.017148427868918,21.161236599119803,21.06861885348183,21.800581247767322,20.211576221410546
SNU13,23.62263818583432,22.99376161766412,23.095001713080393,22.709482660956784,23.477137851145937,23.41206283933068,23.48128025904434,23.260821777036696,22.471542458286844,22.83652568965575
NHP2,20.592822281323876,19.682394961324988,19.18959208939566,18.810861433791157,20.160490071323245,19.84747337921623,18.686414145239823,19.844757473551162,19.590487130223977,19.19447665983357
SLC9A3R1,22.412289663056633,22.24904503575392,22.609183992075657,22.32100837653446,22.77220925592834,22.23273375573577,22.88178347327726,22.052814161560065,22.080251986320746,21.872123471986434
NIPSNAP1,21.55609631420628,21.39655988915961,21.770140101676724,22.52862457741454,22.047665698048135,22.68340561179763,22.602775152430873,22.192265578119297,21.750624885008612,21.967043100711912
NIPSNAP2,22.77060094356253,22.56605524469335,22.90400945962605,22.739206905288313,23.076818760476705,21.965386044948296,23.200599075070706,22.89291436236605,23.052113714301285,22.858125917029177
NIT1,20.325848500931507,20.299349551038134,19.58942963319882,19.476543814475217,19.825003094670173,19.017015385087426,18.74636939989096,19.87445799396827,19.847189200758663,18.79658459525398
NIT2,20.973680890344284,21.347005370452827,21.427202235842646,21.27093872752909,20.71172846823413,20.99530450744328,21.635958179189274,21.317021573140856,21.799409167949968,20.974798381411713
SCP2,22.956516098805842,22.913411978137624,23.00908263419136,23.486259683025608,23.200061371623345,22.731999669766036,23.028393158947438,23.11054220388793,22.718133262726358,22.85459677073795
NMES1,23.357914757501504,23.27126704872878,23.101187921827847,23.00424721164117,23.605586360989555,23.161956235914413,22.596912015472245,23.005974724642762,22.755312079690746,23.2904831624002
NMT1,20.680628676257285,20.823751512465222,21.13384859208697,21.156989208210213,20.971599182475714,21.08303402505735,20.21386939206164,20.9544313973243,21.078006339450006,21.175754190804895
NMT2,20.849688147230726,20.885414445338238,20.49187165553152,20.47299387936224,21.437310825285994,20.741965460104357,20.000993506693938,20.283955879463353,20.735913427596092,20.58110377585216
NNMT,21.09427553749784,20.843578111454313,20.718668388723568,20.70986428453309,20.75399848527303,20.741380887607615,20.385976309445113,20.65765445472739,21.256668151316447,20.610523354328866
NAXE,20.524565471040493,20.506025897058755,21.09526947629544,19.96028206654945,21.01422377877269,19.775185903803028,20.500542119380057,20.376578884343836,21.16126135008751,20.561648621378524
NNT,22.06208309167179,21.97079279488169,22.06999816648596,21.90547027723973,21.91730715350964,21.86270966967323,22.093486052973986,21.903925983497487,22.009207142233603,21.408655333744658
NOB1,23.86773818346782,23.305023314624744,23.002894918603097,24.121894630018918,22.906268038051635,23.383283191260624,24.415641668717832,24.525408939953465,23.79981867803519,23.46370823048097
NOC4L,17.89133883371027,17.908229618042522,18.163042862918406,16.348008037180282,18.96373675156743,16.480195856805707,16.099777697905626,16.350619729398968,17.42204838316581,17.11100655533082
NOL6,19.525260142030312,18.935777359137685,19.868678273040096,19.245878359219404,19.32692669080904,19.778226317619755,19.183813263460358,19.451010988601578,19.154767744101107,18.97473800937322
NOLC1,20.863447773876842,20.117587923052625,20.459054819762684,20.276509626570714,20.623618188265088,20.50159616185848,20.07439819507163,20.30676160325185,20.616722221901874,20.61426634622387
NOMO1,21.49966480393645,21.247942329532762,22.467692871177668,20.516729539571788,22.188405402083415,20.678845003650046,20.12649109143028,21.50711441990766,20.913873718818756,21.17640390908433
NOMO2,21.77669181031365,21.247942329532762,22.467692871177668,20.516729539571788,22.188405402083415,20.678845003650046,20.12649109143028,21.50711441990766,20.913873718818756,21.17640390908433
NONO,25.54033926868243,25.479285755383138,25.778536182837005,25.28266647339605,25.629369839373,25.176605748337032,25.521040558392436,25.49458609056608,25.49624193464253,25.539679973274396
NOP56,22.123293169308035,22.650961775750304,22.010698877386126,22.219178404329114,22.337347061296605,22.275162372633346,22.23685821259628,22.041040784094477,22.69411445844226,22.251332549913908
NOP58,22.35448311936732,22.188873352264558,22.069991326792596,22.35823530949498,21.973920178150323,22.302237196568697,22.024084952864243,22.335544736175443,22.098973004867034,22.04256801759317
NAP1L1,22.49603245811117,22.97090097580594,22.697423402071237,22.703873350022597,22.71398121010904,22.884176447511482,22.78516369179475,22.87008069679747,23.114854149816743,22.91969783237208
NAP1L4,23.792015353697252,23.801183914349927,23.568307995431883,23.245899780961928,23.989687793620252,23.361061156024476,23.358655728311142,23.671108479956047,23.864200114933038,23.44710377463381
NPC2,22.181717498592434,22.28234001949825,21.93562731692548,22.436380161634233,22.061616345637137,21.591385336193987,22.028006587199087,22.087466540351194,22.27253592391407,21.39214350051079
NPLOC4,20.83139775126504,19.584902017027513,20.61715147111778,20.39535041784944,20.863429987498936,21.047142410176043,20.202817231803678,20.73417598297501,19.937839273246155,20.536449049602613
NPM1,26.361980069773335,26.398911378584245,26.622845917986048,25.990164479127735,26.55292865021702,25.653479338306553,26.254717856898218,26.561572864564816,26.69188728677761,26.18204534299344
NRBP1,19.814331665385158,19.416894223044704,19.422342477981342,19.281751510610583,19.054414495424226,19.703149051834608,19.414436321380016,19.627358117536705,19.140052284192862,19.00739145757015
NSDHL,22.023889125243624,21.289323133395108,22.062105782293465,21.278428461359205,22.37016655268902,21.75205918546299,21.11447900273368,20.864860194070395,21.744409041232792,21.65981738219148
NSFL1C,19.022240605509886,19.222272204041566,19.513164413032385,16.53381700209194,19.242732703938188,17.272531350438506,17.094276758915637,19.30833702151249,19.299155207831877,19.217010583881365
NSF,21.592998414903438,21.31238671841848,21.25443116586301,20.651873049055993,21.016650788434152,21.29110374608532,20.702445028502225,20.777453770402165,20.812296889528874,20.867924224048565
NSUN2,20.97048204099989,20.631953502606336,21.12325562511457,20.24544559584273,20.910759896546477,20.673215930847483,20.195363889797235,20.33293976508303,20.349476328816824,20.382658273848698
NT5DC1,19.322372107762185,19.337312713706467,19.541119346335964,18.776327409007674,19.76797688655155,19.06427999759974,19.184337942938765,19.17941694612744,19.629599367485504,19.427695109911657
NUTF2,23.1888676236768,23.260217436952622,23.52437781680969,23.2860881111193,22.75067188225143,22.66578102782978,23.688197094395395,23.384742055576766,23.65278654841689,22.60794214136314
NUP155,18.431877637733177,17.842136084983654,17.77231649943815,17.642763828258516,18.745036949169805,17.836202961397948,17.576484833559924,18.000634371858357,18.371477284197386,18.25406047321754
NUP160,16.786331693603934,16.84265687239567,17.322037439834165,16.46978782417455,18.13471461597762,16.700284674430282,15.146832915321564,14.926670392710536,16.19326506762902,16.741326515872835
NUP205,17.185120907805047,17.76704511964104,17.273160812611874,16.67428785386285,18.14550537533171,17.01615693180083,15.268463533718128,16.44975934360955,16.874090060967397,17.203079676030544
NUBP2,20.90348580577354,20.36149805827151,20.70805296169387,20.212182985312765,20.510360892541023,19.502975259510336,20.264821017015553,20.819743564385554,20.702731975218555,19.54682670098392
NUCKS1,21.9565675546495,21.147843510087654,20.644212198675078,21.38632552592296,21.08014868253681,18.479384507037835,22.020806242783937,21.713704639338523,21.51518407861068,21.522490057563566
NUDCD1,20.33760210108454,20.353019179972883,20.62929178195735,20.433817246357535,20.536139585615857,20.488904928393097,20.122382884281542,20.13809208608887,19.759627314454733,19.983010692454755
NUDCD2,20.672318421899007,20.558987857689015,20.39053582959521,20.53951438436294,20.551139599022246,19.303928810151543,20.43991878357648,20.334664555166064,20.375421341245143,20.67279358209295
NUDCD3,19.05673820019371,18.659936018735184,18.100295685837192,18.316631280275352,18.554888874377923,18.856537465696228,18.25924470826932,18.682552286675364,19.038680063947073,18.47198233758151
NUDC,23.38856013024481,23.302518069228327,23.108302728017314,23.454422118854332,23.072902820059504,22.510501786162465,23.326651856437184,23.43286086168067,23.628203886656877,23.535946482005293
NUDT5,23.042690077449084,22.110858833490486,22.860736353361894,22.612598622881357,22.505237703895528,22.533030970110566,23.394408525740843,22.455615284988383,23.324017418670003,22.500011736975303
NUMA1,18.40300769123997,17.876934485850693,18.24962645266166,18.659295374108172,18.416272209164184,18.330062931177345,17.61982654896856,18.567774297640874,17.70127084516511,18.488094580969737
NUP37,19.824653815657648,19.266002320163942,19.239572853457187,18.650175146147316,19.668281480735793,19.164204382105552,18.57818092071164,19.148550128661462,19.174575496143508,19.357556069647295
NUP85,17.888441752918574,19.290847783906692,18.8020994546693,17.593330590533395,19.19606252514598,19.10281860675605,16.931626904810713,16.591549102231127,18.702141483394815,18.359694976536943
NUP93,18.271707477239772,18.727972448615116,18.420935565140752,18.02079259785272,18.992902564047355,18.0257222788876,17.78899798912788,18.237978806291366,18.68834377624729,18.379721676832368
OAT,22.300771426111034,22.193986886700387,22.388887652556036,22.18412178448526,21.962229340793215,22.437176347177118,22.392657305994305,21.92970768815448,21.71200972573887,21.963562172003392
OCIAD1,20.20621434116184,20.18561151596555,19.88654900176614,19.84769783799478,20.5522322380019,20.454633181648987,19.89164098909012,19.678176943813206,19.54395116285467,18.12088700257299
OCIAD2,21.50256878235968,21.42467775985845,21.597084387662637,21.734824774798067,22.18018958353443,21.72629897975442,21.882306208384218,21.708040260899235,21.661899536334108,21.695533343431435
OGDH,20.363962073739224,19.996077444697622,20.094435492325342,20.230830735126133,20.317350899822415,20.25861915182433,19.757614566655754,20.014451397017943,19.897979967202474,19.29223964017294
DLST,21.889983888241236,21.81169837040006,21.59099969192759,22.184376053537058,21.553550774869073,22.0859967738227,22.174223979377903,21.598196575363524,21.55926697813647,21.732644966351415
DLAT,21.239483102380607,20.727696449375074,20.698745943881924,20.887806427810077,21.154854759227035,21.45892689923418,21.151302369728754,21.0366155407499,21.024121465033367,20.950468951352327
PDHB,21.9380338097966,22.168190097455046,21.984352969202792,21.976613585960724,22.02130942937907,22.314982738958506,21.967629794567227,21.859672333089136,21.74136797036642,22.141113925284543
POFUT1,21.205701801526075,20.889964988414963,21.24988313325475,21.270583941471685,21.19683374679014,21.594437396463128,21.39920289474733,21.30309472602152,21.22371817291837,21.58462142412221
POFUT2,18.71424066135358,19.682293433349503,20.46257090219516,17.236654543575188,20.831121082283982,17.572303528730274,17.11026556723003,16.701037200305148,18.486181820513565,19.568722036540926
OLA1,22.746208882278363,22.838054904258826,22.978437324794882,23.041598856776687,22.575186310081797,22.814768440564052,22.93312216454904,23.171768664584924,23.46446755623934,23.09887169135171
OPA1,20.015131831125526,19.966266168086847,19.909601926840626,19.449270153336506,20.24850888416951,19.11011502437335,19.448596334948956,19.299718423401103,18.945301059765843,19.314920775768535
OR2T2,24.349279351016992,25.52407656749804,24.721150099570444,24.24897169961408,24.93413206835662,24.556120242904324,24.53142380491913,23.56531359908657,24.852500232180056,24.99830579775843
REXO2,17.90059173703464,19.483903954053986,19.197416474824216,16.742632572659495,19.72348874292301,16.852384922023546,16.64937527360587,16.373275661887263,18.62115938220784,18.63538292878701
OSBPL3,19.937315961995004,20.631845023533412,20.07264793736408,19.372533670846448,20.53717590314264,19.856304081536507,18.868814565126065,19.310288213969432,20.14616007454505,19.335229084171942
OSBPL9,20.727798419955224,20.996861800872022,18.9362075895495,20.056804485390728,20.0633503083804,21.03097484636378,20.585601862563063,20.38595329207871,20.24012130687753,20.302699410788428
OSBP2,21.81996044065419,22.219484767588234,21.86235736245871,21.262560390295967,21.72871030976627,21.17504163867533,21.583781684987898,22.279485353380664,21.920138262915746,21.128850771211514
DDOST,23.694214778441356,23.54681796978673,23.52669314653418,23.854738694612436,23.630716618977026,23.47103099652822,22.845291284377858,23.39935757780513,23.663631636233355,23.427620001825346
OSTF1,21.47399584398756,21.6682777620016,21.18246293730269,21.405692697451585,21.350195992787462,21.979531568293837,21.348116015918635,21.583449184564692,21.25340708545185,21.492695521399813
OTUB1,22.41238340909691,22.35074387857095,22.65724497115719,22.520259040457027,22.52406579677877,22.573726317879572,22.83505983977603,22.868614578041672,22.664260051851436,21.748314290367638
OXSR1,20.657517897123466,20.50480062054205,20.59497340836323,20.429261367250703,20.84131081588571,20.30682152365236,20.301653708538847,20.386232973552122,20.7468835341731,20.22993354974584
PM20D2,20.04422927167422,19.620619168982707,19.452581276555655,19.825230676641823,19.80058407106519,19.529645707500535,19.49537154814711,18.58807482169834,19.238991229260584,19.91818803393266
P4HA2,19.14873807676171,19.946057685186258,19.98575126553783,18.066352287838047,20.466887110432324,18.528457415814753,16.350148176915734,16.896649352745733,18.3556576282846,18.50615088450514
PYCR1,22.062714655363035,22.35261129444084,22.28903942170976,22.268640262435145,22.115765931439157,22.325386854556587,22.291866261304087,22.005568380843464,21.568265173163372,21.11154608850225
PYCR3,22.23290240539216,22.083517148290905,22.07477466649888,22.08434783874293,21.71286500584796,21.79437937527205,22.296104725538726,21.82352193286674,21.468744826499453,21.11154608850225
ALDH18A1,20.584762625050306,20.705231472526958,20.505697163198477,20.406204019288325,20.52832772223359,19.732902908084803,20.589593851130807,20.18151220425418,20.202637855905174,19.970516847864037
PAFAH1B2,20.717549471096895,21.014783626240806,20.81928211815958,19.754402067865886,20.42213319038564,19.6354215597181,19.934063680083177,19.63392988090502,20.556386125480085,19.787328197961088
PAFAH1B3,22.708164618672512,22.579782684250112,22.885799735862896,22.896281387346267,22.314783603559768,22.25424969805307,23.322697079781186,22.97230738982681,22.907701480200608,22.399273326160262
PA2G4,23.72263003964039,22.849943700872956,21.67008525044779,23.95934335338751,23.15987283489349,22.989614563867924,24.66898824769521,24.520051841893334,24.28393074919802,24.27966524586069
PABPC1,23.315626975700358,23.191249922037468,23.002654662953866,23.328430198538314,23.211237314225045,23.631081602802517,23.713679728459038,23.9428358439014,23.243271342708358,23.413450393378014
PABPN1,22.03002972058073,22.651701721399963,22.674139433527717,22.199311880800842,22.273939818871536,22.310012196923033,22.476385303175636,22.35696588937154,21.956430376013277,22.018236943605814
PABPC3,25.421052566789605,25.118882768359505,25.235769166361585,25.28742843375921,25.250908646548844,25.46482724233634,25.15448086304886,25.574657757706746,25.28356852255623,25.280702336888538
PABPC4,23.22858426213186,23.39679962707109,23.42712521767518,23.242256157975543,23.48561905668275,23.219878788368845,23.15717193616888,23.417412903691453,23.2854456319956,23.277396156122382
PABPC5,21.485741856298286,22.226380395920568,21.841631167897628,22.780342378712735,21.927349239072363,23.737730169129577,22.60978137854139,21.89186624488712,21.67462181823863,22.932780003471763
PACSIN2,24.023412700297932,23.827596414520706,23.395743358045472,23.83131025959917,23.95409609603885,23.973777113414442,23.811240134174458,23.927878515972953,23.515696891823072,23.690551418414515
SERBP1,23.048921383596046,23.03148108608237,23.309882331567135,22.73438871735635,23.060118004852242,22.71070120684427,23.016093376929405,22.424998974434345,23.34027449742304,23.513620476986173
PAK1,22.566392359593493,21.906997105526603,21.56121779780389,22.026324504258017,22.206944601349704,21.333212788598797,22.461115092408985,22.202464235894716,22.10395642415432,20.873404967702044
PAK2,22.064615427989253,21.665835654618704,21.952699486918483,20.907507570222986,21.284694988260707,21.15110496224591,21.679655546892818,21.94275950878293,21.516736154636654,21.210043147949193
PAK3,22.091518433818518,22.011395678101888,21.722420366646176,22.187417011847728,22.001499915088843,21.456538256308075,22.25009262620358,21.64026981672857,21.838213116927367,21.35277704970521
PAK4,22.60874950441572,23.53767862630432,23.107563002781184,21.83925182501556,21.958782238573058,21.180401316584767,22.0462877179883,22.0417764573634,21.918569511369345,21.03506048743655
PPIAL4A,27.65011527127416,27.968790038661623,28.093323061048125,27.79026618725917,27.656516109232676,27.550736674806167,28.089254476738525,28.20780374737604,28.292963947258478,27.7537695790271
PPIAL4G,27.874232746741885,28.05132570001913,28.15414605761283,27.914943613183286,27.479566894561923,28.08005098189809,28.123422845734495,28.70374374899785,28.51994018359545,27.974362384969986
PABPC1L,23.96903945535174,23.868762277505414,23.941021745075087,24.251429464271308,23.802840933780438,24.133853892127686,23.76213464991228,23.927788803241157,23.57375896872896,24.107163613646986
PABPC1L2A; PABPC1L2B,23.977609509170062,23.69805366325848,23.819866856575445,24.386777597294817,23.958544329320553,24.908173883029214,24.745131522910075,24.645109123002957,24.454707022616116,24.188351142807768
PARP10,23.243578289142974,23.175889392241714,21.529739400115083,22.939586278533262,21.744941672100566,23.371385057713262,22.45568450650189,22.982496718149697,23.01941050651672,22.578518110693544
PARK7,21.00331917854756,21.55894581056492,21.53181382927351,21.551398697624883,21.439075359690097,21.739852903573897,22.17258110007642,22.103856113267216,21.753614984592048,21.402517930345947
PARP1,23.086513732828355,22.906579948828348,22.748755904221454,22.718675183497766,23.067782507733227,22.89638505607667,22.639254108022094,23.089434883859443,22.686582806938393,22.66242532404719
PATL1,19.300532640203045,19.321305194367714,19.599881456894018,19.37534175884167,19.325090121518073,19.016196960352044,18.345594525428766,19.17181830518446,19.22910156952138,19.25179411553899
PXN,19.408161582447114,19.103542197423067,19.015917387176966,19.26788129207572,19.68552089620908,18.838016012228646,18.510841747849163,18.629589989618484,19.23099288229652,19.2392275613577
PBDC1,20.110993387792707,20.128031587648998,20.277630608157686,19.229639064596384,19.243775080173204,19.286080295371534,19.568174915517837,19.75993011661538,20.45166944472083,19.65912011381658
LPCAT2,20.163868900880388,20.634074232805595,20.44514969228071,18.348055828215227,21.161693908454243,19.035282097454086,19.02674575361262,18.50353570475867,19.912478300218325,18.50348736697144
PCBP1,25.237010408311956,25.069011293468492,25.32451552551804,25.01937245918596,25.419021619333833,24.4818471952645,25.123395538288648,25.171036307646034,25.151998768299038,24.945973225689684
PCBP2,24.118989101780983,23.89081264311266,24.066344264784195,24.278980028213745,24.029624730077906,23.88304343240074,24.337198718797566,24.321013097607548,24.099536355900852,23.89841348245139
PCBP3,24.991409468195357,25.433991315475158,25.270438218266452,25.31860859578184,25.18130982717568,25.022816767644024,25.416539201617162,25.0771015696856,25.11261446416836,25.356523587475923
PCCA,24.363158702360447,24.79691313695823,24.474057555993333,24.37702827293805,23.612929002621154,23.96300262390637,24.709234851025897,23.913918398401126,24.589216189887466,24.490805406531308
PCNA,24.31837757403781,24.124680971808402,24.42155493889488,24.337487732442586,24.27948252952124,23.816248470218916,24.655453460204342,24.305140914754766,24.75610999209855,24.56652035632224
PCYOX1L,19.462550318716097,19.111773571010747,19.03609248791433,19.097004261383056,20.018395832757626,19.184603759983744,18.660887161397223,18.709014419592194,19.263271377654462,19.3191058837002
PDCD10,22.8726038009105,21.031137022296228,21.853004104393285,21.808535571662635,21.661831218270176,21.750140453269015,21.8203916868112,21.859985560895492,21.63853387677482,21.28344662187971
PDCD6IP,22.471646663421172,22.916933934396916,22.121943010274883,22.967108274113606,22.55448249285388,22.829549757721754,22.745122011631988,22.986594581530188,22.1761565419482,22.56136204057416
PDCD5,23.808010121497116,23.47813791258645,23.588484808241734,24.116296959069594,23.54645789952095,24.105659796147457,24.18078938613766,24.146937128955013,23.580098586349436,23.7758844253866
PDCD6,21.530564730830644,21.60940003970402,21.468697596314932,22.02861536963696,22.113729749686033,21.97909990185088,22.003925318900215,21.15658182341116,21.71045487672052,21.264782429906596
PDE12,18.38814639379428,17.786631550244522,18.28083197287007,17.425490277921437,16.889700370198604,17.25395967794626,17.020377660185545,17.42276424682336,18.487218078405462,17.60659778151384
P4HB,24.337025165566118,24.50000267360403,24.96983763313453,24.72646470419107,24.319873448784975,24.315091292123313,24.927815385220484,24.75706700880226,24.216452387807827,24.066746691040134
PDIA3,23.646307756097073,23.406256773170576,23.919239206166335,23.616131609424965,23.481869483277485,23.893812450462125,23.58581290074526,23.385481129846625,23.42029220099588,23.094361556394773
PDIA4,24.17753482300424,23.945958746721587,23.63027642356141,24.26269194719294,23.9537282780933,23.902587043322857,24.311468532919854,24.333119202060185,24.02598276565524,23.75357830943544
PDIA6,23.433681652931597,23.525284104215626,23.673897885474478,23.45695191581765,23.763824239736714,23.4027375725947,23.37349327000578,23.269285896803186,23.527942488065683,23.103558758519952
PDLIM1,22.67712340607499,22.829360743007435,22.496175943721422,22.93139319959955,22.494365182120983,23.204095683847477,23.08368154678097,22.970040599807547,22.564347009125644,22.170022378429096
PDLIM4,21.98098905767359,21.91857775930926,22.31848924215985,21.759463392369497,22.0263559076263,21.625293075176494,21.89026219310734,21.408088746703527,21.751445167325834,21.078659445260094
PDLIM7,22.222764554647284,22.244983511191858,22.11628519473956,22.16730395228173,22.067339334098396,22.322648851637293,22.05890368366712,22.305368672385356,21.923920453822305,22.000461502133774
PDS5B,18.86923123970712,18.153990879094206,17.52992354718597,17.780846540700463,18.457901686516347,17.364852151177356,16.749461156189902,16.978834332085615,18.444836204113383,17.709700965453365
PDXDC1,17.588862535857604,18.598002356062672,18.50761263507642,16.25982134932082,18.90320601870645,17.869731097099137,17.086834670455016,17.62425741199936,18.170159616870084,18.409926799169842
PDXDC2P,17.276276898254686,18.218700205490926,18.52638543303467,15.189456637199678,18.558536966793593,14.827538240116448,16.52518832611526,16.30515725632349,18.278428757639364,18.568482266234703
PDXK,21.46881709356369,21.473674294541347,21.50731193189586,21.132205095794937,21.62255433626796,20.17933805527578,21.44658194736875,21.236170356021148,21.684717551254195,21.50952800357642
PEBP1,22.423698785376807,22.74283361746302,22.38239552958502,22.735402298088268,21.74091478925674,21.367501082645287,23.049029629368867,22.989227656303562,23.06753498227137,21.781893324225464
PEF1,19.52130157526242,19.785804608851002,18.995282641166156,19.529233050092444,20.215113234179434,19.470036167508578,19.460036358907963,19.308650037135457,19.254393784816134,19.383881089914915
PPL,19.73330967493855,20.03388130066719,19.466735949734044,19.627599607393364,19.378136240898968,20.568354865589406,19.91319286275192,19.684261350869726,19.594401594051853,19.52235935855068
PRPH,26.129682700009965,26.032166659311876,25.82397498028442,25.93452460252618,26.132564153289053,25.866482978548635,25.799224574055614,25.863070073128306,26.107473403200974,25.873552736501367
PFDN1,22.908199067287864,22.874349210781332,22.982844178516025,22.573845147731504,22.672537637290212,22.053126948451016,22.754884455803968,22.78379792567751,23.185240277455776,23.23825921699101
