OMICS_ICL103_NS1_18hr_Protein_1_066,OMICS_ICL103_NS1_18hr_Protein_2_082,OMICS_ICL103_NS1_18hr_Protein_2_082.1,OMICS_ICL103_NS1_18hr_Protein_3_102,OMICS_ICL103_NS1_18hr_Protein_4_090,OMICS_ICL103_NS1_18hr_Protein_5_016,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
HSP90B2P,26.25474113300736,26.317567115179287,26.381038601965543,26.523899244264847,26.289440340353366,26.66924045889119,26.52285358198829,26.887095732525125,26.843299602925505,26.6238932791586
HSP90B1,26.338067242143822,25.52438184667527,26.09644196224302,25.844622722912767,26.27816727450474,25.60547514586162,25.92496748338801,26.363995918266735,25.868680935520516,25.6300379175717
EPHA2,19.36320182161905,18.53440645260483,19.725498819347333,19.514136554340567,19.482781184094502,19.151187594756887,19.304084902029473,19.26550779540552,18.60395945066341,18.95070322779186
EPHA6,22.87984739233845,23.577020112244753,21.178019966028142,23.37647570040046,23.93344536945149,22.97388934564528,24.50548492517636,24.74568519208568,23.314119562996517,24.908263187036205
EPPK1,23.500332926365203,22.30158573407062,22.649096727105558,22.854978381093748,23.72779992113167,23.49899206142515,23.209437288572268,23.474573836366513,23.442584291554002,22.77319422056832
ERAP2,19.954802296161684,19.86292306673758,20.690770235580256,20.351184097999877,20.135329976030928,20.793616235110182,20.603526211743322,20.38462038818426,20.579789359417347,20.303084999369926
ERBB2,25.379313623427173,25.439035363695254,25.434386250789284,24.920988912121473,25.345074633332842,25.52426307229048,25.66903377405849,25.66043060722455,25.582723694606262,25.423149316428407
ERBB4,25.430719700335807,25.371257700694326,25.817150840556835,25.621640084232286,25.391908526195955,25.364836041766516,25.93631142973083,26.041324017487838,25.694522550041878,25.66750602502059
ETF1,23.804917244118684,24.09664612495927,23.758376645660626,23.545698575756475,23.718725268171745,24.069407377801657,23.39129203224674,23.939373245576153,24.006832587352154,23.796570413607903
GSPT1,23.931848999417355,24.087152878217097,23.739239244830628,23.825772987881617,23.924757767480298,23.610113583206886,23.687005943014462,23.771837424234445,23.499366356071242,23.20936318118258
GSPT2,24.00314272174329,23.45459794089346,23.709012558032793,24.08235988767641,23.897768157864107,23.60719729568342,24.268087168324023,23.81388252479352,23.905865250525956,23.628866516545063
ERGIC1,21.867536511424717,22.454714661581367,22.572707411614374,22.728666892902705,22.039474928371625,22.921395759869412,21.17926001513914,21.925980546870004,22.555499251044417,22.832211122705438
ERH,21.274520795531792,21.44474345144355,21.885185983160785,21.846089035360635,20.998069383198786,22.004136898699578,21.756949812109873,21.61384246663786,21.846450718671775,21.36731733661355
ERLIN1,21.824286355296394,22.264527466185616,22.14188944062704,21.903750224235456,22.03688149256609,21.912544509250147,22.290039183043575,22.067027153297932,21.76421598605933,22.4538585083125
ERLIN2,21.824286355296394,22.071711003375817,21.9099602757492,22.05958938875847,22.11322455871632,21.99234205581154,21.87622221114584,21.666786462589094,21.48159766668757,21.751813231047382
ERO1A,22.805724976572307,22.87883412613795,22.68281302199574,22.338806633152167,22.67120550633022,22.870977187370304,22.65008862063563,22.428951459909236,23.118361113398883,22.215914523541063
ERP29,24.207812891343984,24.255084173456154,24.219261365190725,24.291561781296423,24.310647536922268,24.414700838400062,24.518369665129423,24.550787792999788,24.57271574016098,24.21886617218316
ERP44,21.430174921058338,21.561451073935196,21.425531626685984,21.184595046219144,21.292700635437512,21.46237546527434,21.311697238098105,21.024912207425015,21.431862115039543,21.075950717321373
EPS8L2,18.79780148730269,19.05153164770735,17.850701748691606,17.690798386589627,17.449312092256587,17.93205582845558,17.286084688394812,16.714262959086092,17.813729510631106,17.515367501461345
ESRP1,19.548398178956763,20.66646634134489,18.768338996469804,19.54082474204082,18.607534303408812,19.04163002319663,18.748695406596035,19.080524299987694,19.079056484331105,18.87200212652855
ESD,21.353746420084633,21.36891017471615,21.07248401522206,21.298842458102158,20.836752199069927,21.328039061014664,21.61031229382616,20.852267589883613,21.231487231518123,20.474330018705025
ESYT1,19.144012861510102,19.402017859590394,19.19941954357276,18.527120573232423,18.733520364281915,19.056394230364962,18.500221390612552,18.74997301718844,18.82196012477301,18.90917328435063
ETFA,22.87057301067871,22.85092305038022,21.976212894139216,22.62473470478211,22.188033894855227,22.763132033784924,21.705595743369916,22.57253312900254,22.071964362653155,22.25536136741035
ETFB,23.548961658904663,23.55283459303277,23.764266775305206,23.367272749239337,23.889582414604423,23.85565426987409,24.194061299284357,24.290772715138736,24.013599253332355,23.76947830447176
EVPL,24.625675666675953,23.923016443258636,22.90742385834862,22.457727865196375,22.893806582400124,22.703671243687875,22.203492062322116,22.73930547451383,24.01761115424402,22.76102946390469
EWSR1,22.071319364902376,21.847826154522416,21.91434831894013,21.882605441144864,22.011094128218325,22.646500279270327,22.287162225576672,23.05700814572352,23.16541820401993,21.946961245185058
EZR,25.548424668320582,25.798628089600914,25.519245480934888,25.96790018630878,25.663473017954015,25.832413462963068,25.774294919619415,25.926115473492544,25.48874347049921,24.989153141224136
ST13,24.385868102376584,23.965441935070043,23.862702091470577,24.57241811104476,24.607176929042435,23.69463135313955,24.88410730861971,24.590339787945116,24.025960692263926,24.257500160753548
ST13P5,23.668457503344047,23.26087445384612,23.377857961403635,24.206510419658912,23.90279102272595,23.385285569862305,24.139305990960043,24.074339997843076,23.36452376894009,23.497136526121928
FAM186A,23.136230483703258,23.12530790783004,23.767466056141966,24.652440988940423,23.98359699332634,23.638047066058984,24.157252050628337,24.598947475638777,22.935064360486535,23.842400930038377
FAM98B,20.38147635764742,21.248300273888635,18.718633905781978,18.381092722210525,18.67468093043519,19.209130272890057,17.867557675964605,18.071002623233078,18.22107061158198,18.943227267476292
FAH,19.095578532871645,19.536403334048153,19.42334690537981,19.57712018754899,18.678012562511103,18.67016841496696,18.878667659204986,18.866899330114453,19.21345604882359,18.769000809759824
FABP5,23.680350984808772,24.11808446792375,24.138734389170587,23.922313026823115,23.97023457005136,23.695652505742515,24.433832477156432,24.091794576263226,24.244254183188602,23.663494143342902
ZMPSTE24,21.703740477414133,22.43013176059682,20.087247345667095,19.900615550686112,20.23439745515558,20.197358973670738,17.981289508771123,17.753342128047315,19.02858833384048,20.214140447505237
FAR1,19.21532043984781,19.173069566551785,21.145747907914014,19.849415065794847,19.803054136603603,19.5631886841248,19.588792729973754,19.682710616305744,19.49432441377361,20.426920347612075
FADD,19.54706910781421,19.83974969148253,18.680929928482175,19.340022515903435,19.134669494377448,19.473587632321365,17.464511460506134,17.479271130890194,18.614136631822138,18.175625311694787
FAF2,20.752886229271418,21.25954043763497,21.310922681963348,21.432291556097816,21.361984877707243,21.815913368005376,21.102880315058457,21.02688578281585,21.16460318437789,21.178454226229224
FAM3C,22.20103351634581,22.235409467348305,22.36071614319767,22.533778544600636,21.80540874175093,22.248918221260915,22.362795614531343,22.251307757033167,22.156255266995405,22.13558356628024
FANCI,18.646189755186537,18.933294011705073,18.48744062492034,16.777848351033377,16.900341173852215,17.96359710461172,17.131391339458702,18.026980256117007,18.226753938394566,17.65642792112613
FASN,21.353513541160936,21.374063668997728,21.28271831726714,21.491593442312393,21.3937239836814,21.859985194835303,21.29822113166122,21.91132195921937,21.23396023615713,21.364617480273083
FBN2,23.97950709706009,23.389133073614012,25.08791298665319,24.878013855120955,25.013493707329793,23.838132610182914,24.62615654160836,25.303323583479102,24.48869735271421,25.172272852596418
FBL,23.544734796813806,22.89574556113083,23.364784013445764,22.825125676551938,23.22160186790883,23.306597179822674,21.786608080963212,22.370719191461014,23.621095907993045,23.20354756604886
FBXO21,22.62316409460128,22.729974826511622,22.059952068201852,22.98973383254255,22.559819781982878,22.05214455965644,22.53983957835184,22.61643988061325,23.199522592957685,23.055617268435796
GFUS,23.064475234042327,23.88360414701644,22.849986372936925,23.392834362582576,22.568937966214634,22.80191122172525,23.549970484528217,23.27642872710081,23.671649687678297,22.82970695913375
FDFT1,23.018628497591145,21.80216676085303,22.213171281132503,21.64692990764685,21.69242310264873,21.885592704660624,21.872763419854557,21.519506876749436,22.51336200606447,21.841339538163403
FEN1,21.119155028227237,21.358741065377657,21.526214662037873,20.907234985904502,20.99700689789354,21.572479648867834,21.15369831789638,21.35940166810602,21.549188801148077,20.988279221127925
FERMT2,22.25796613118538,22.61157581466534,23.120952049203385,22.661636732323913,22.196048746224115,23.033457601337698,22.189879741720524,22.547719229184295,23.02532322749487,21.99045840135947
FIGNL1,21.860223636889078,21.665945984745075,21.77139690050737,22.488516462004313,21.873670938697146,21.97703841772896,23.000093526525717,22.008041688520873,21.774103195570625,22.32256795195682
FKBP1A,23.138936530748584,23.20734472395646,22.89882967027572,23.106282554213166,22.857705460477277,22.490718228958556,23.167904547678532,23.246027415252435,23.39435503552425,22.459099833372036
FKBP2,20.84836922730475,21.388713602205133,20.993929562357728,21.20030523571097,21.066797683071258,20.785343710686618,19.748608585372942,20.017655645533193,20.919878255170886,21.215412306703442
FKBP3,22.741286442772775,23.138810187875208,23.488835103182684,23.5164182304122,23.295611070569592,23.16147776643969,23.542536573522913,23.28745285561141,23.008620331710283,23.729867846651366
FKBP4,22.951435436970073,24.11485769680619,22.586482375038432,22.480796408599645,22.029990562312708,22.9550214858224,23.11864098004928,23.761396126745005,23.08832777683216,22.67324296475018
WTAP,22.579321170466347,22.349961244557907,22.249653513658835,22.514060785837874,22.44761256072826,21.4877278312614,22.84057604679347,21.7919736359494,22.749388085408704,22.540243858181107
FLII,20.82965456467434,21.424733585428935,20.79392458757168,20.650044925140328,20.87592252542673,20.917680246003016,20.89865000178603,21.128570621991308,20.575051783147195,20.462254870846643
FLNA,25.613343270348068,25.24524715206922,25.55743809614782,25.92646494803378,25.83030695290499,25.65156806004328,25.901702126769507,25.819438530415567,25.616809464681538,26.073750261293945
FLNB,23.977320422568894,24.198499399945995,24.046113384983183,24.08587256783019,23.627510886814452,24.21930830754884,23.596100384410487,23.65330735831918,24.130555581006313,23.73522443326865
FLNC,24.176979978445804,24.268067439472368,24.27112279876914,24.11453287805039,24.22901722842644,24.33826850143513,24.013802992289534,23.946362380785498,23.808098076849703,24.117702044115966
FLOT1,21.938068540462865,23.041489110286488,22.25351689528173,21.100617224427413,21.99362930608826,22.00768866672054,22.205417302014148,22.27994195238982,21.355959787903842,21.893188009899916
FLOT2,20.142276573470262,22.982960740270645,19.24219335881694,19.787860000376366,19.38508393646837,19.68705078569148,19.37630229016046,19.921284175629424,19.366081691921437,19.68352798449177
FMR1,23.353068411771474,23.68227332791521,24.180904828420736,23.504569725372267,23.883521971459764,23.59478882691313,24.191876941455117,23.72004315254746,23.569571005666795,23.91101525301582
FDPS,21.925344960771465,22.330907770955818,22.138534840033156,21.830518496595893,22.20917490544758,22.000541754755595,21.694257459775486,22.131382604524745,22.151927113819703,21.51481113456692
FRG1,23.30429338443275,21.678376395516906,21.984545908048837,22.430456664086186,22.170137417762945,21.34529925372648,22.42566886445888,21.64388788914789,21.457231798495684,22.892823410836336
FUBP1,20.89592382372118,20.913017725743117,20.395914446250202,21.531681527602835,21.067358074265346,20.976499852357744,21.30578855798474,22.027487913236897,20.875020446047746,20.288110046130154
KHSRP,24.02257868510931,23.313621421750607,23.613717088751176,23.6622118524807,23.70787202947962,23.22528921715759,23.69496425637975,23.655279958583222,23.69189910677094,23.986307847076848
FH,22.42036232061564,22.78918755169287,22.649777856788027,22.776122868490084,22.334403285443784,22.57903187383981,22.45161958258896,22.014958089954305,22.47390183836824,22.143926427590063
FUS,23.36999062868351,23.255834607273965,23.660519936313968,24.50772631046609,24.064489646066228,23.611410287495154,24.50613483719617,24.120534681802773,23.52087429335181,23.63669487569061
FXR1,24.12655354523636,23.64906244338416,23.56427965783901,23.549923247034485,23.596629156795593,23.641905344109816,23.701619061209424,23.668945950654617,23.56370435170342,23.128989347290194
FXR2,24.351545236344087,23.931133069042502,23.592846662100545,23.28131078675954,23.883521971459764,23.641905344109816,24.191876941455117,23.805361115245333,23.630681978620125,23.121226800245083
G3BP1,23.448584599407607,23.5399939385096,23.81754289181752,23.808185957228027,24.31460190420367,23.802325749341247,23.66745163416053,23.44099719510436,23.44331251332888,23.77798741593591
GAPDH,27.208519255744122,27.19366674067539,27.271305275485943,27.544014859095803,27.615780638048207,27.919994793270774,27.8188261025416,27.367601575074172,27.5436758355715,27.48518430749699
G6PD,22.22002514781213,22.219199795830296,22.14295959995682,22.167984891334775,21.80963686688493,21.806421605175426,22.26647154142291,22.1213517713261,22.26751036541657,21.729638493671686
GPI,24.29883462682335,24.47394044466363,24.096886333225072,23.70458801072607,23.90077625091392,23.909268160568892,23.771757239285755,23.931583699753624,24.460718553862343,23.809628768701558
GALE,19.9795219736163,19.91593367247081,19.634252441985865,19.68237897951222,19.74300798546139,19.198650926490277,19.062903943633444,19.075806608554654,19.380976506998532,18.833505847541463
GALNT2,18.844973536769515,19.830301484659685,18.74326378946846,20.171586973346926,19.620410365661286,19.355065482363738,19.858820287906852,19.809681540282618,19.12241886083073,19.173200537075854
GALNT3,19.06213023989207,20.377726800340817,19.665761210646494,18.236426761616883,19.302113862830332,18.952901039173426,18.077339691626186,19.01493379979758,18.98785560011281,18.95854939457861
