OMICS_ICL103_Mock_24hr_Protein_1_072,OMICS_ICL103_Mock_24hr_Protein_2_046,OMICS_ICL103_Mock_24hr_Protein_4_001,OMICS_ICL103_Mock_24hr_Protein_5_107,OMICS_ICL103_Mock_24hr_Protein_5_107.1,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
BCCIP,18.195582103662968,17.26627340117996,18.660434886637155,18.735716108469866,18.903442965401137,18.974931529112144,19.077832219317294,19.526172555237054,17.69882366952659
GLB1,19.704615921355117,18.901745852347208,19.36474370387802,19.411779893070072,19.428124456713494,19.27359168569454,19.546454186943553,19.24281210450352,19.122652092221653
BICD2,18.164289607224838,18.3959322479531,18.96880558748913,18.687364380592932,18.471866923330694,19.165169324877848,19.437867914570834,18.935048393856036,16.84490758371289
BID,19.808363492410326,18.847088609230667,19.231123213114564,19.728636675042225,19.69631869211284,19.452251703491214,19.865843348719338,19.914804097945584,19.497250707408593
BLVRA,22.192354302582153,21.228000780178075,21.75072054688917,21.952220209482196,21.594923124414585,22.006724422633425,21.51260738475195,21.777560986469936,21.595358221558456
BLMH,21.635346377140582,21.335382715701897,21.36210782955257,22.233335040603382,21.93430819936944,21.84012579285406,21.6270014582999,21.65921850647605,21.02645036196055
BPNT1,21.461642329207613,21.804688091561356,20.904213354093702,22.157620294001916,22.07071224998413,21.028478709330088,20.813301582207878,21.404795845409662,21.580946544544283
BRK1,20.450625101468002,19.433309819039888,20.63505405007297,20.513471800631923,20.194589213726044,19.979790258790917,21.076833951593496,20.493791655316922,20.259350497851848
BRIX1,21.94759943618322,21.485378032681222,21.806055300860674,21.724006125049446,22.132250945846998,21.336034924996063,21.79680880514332,21.554406878376078,21.10911934514214
BTF3L4,20.986500374880727,20.363623184281003,20.79718627935403,20.223865048469335,20.408975659357232,20.72746282024448,20.480953364045888,20.6460933584508,20.194538795923215
BTF3,23.809315380262017,23.496499146538458,23.769351077795093,23.819391387501472,23.849117146078832,23.161513655938926,23.71938621078869,23.657900850585584,23.401610814945197
BUB3,22.344423990242287,22.411850048503933,22.355321160686863,21.86033588365345,22.444858906441155,21.612579601504265,21.54203348673166,21.82648774805489,21.90706706675391
BZW1,20.7935380937171,20.004327152297805,21.09124035423993,20.520488678364757,20.955758246478197,21.402352231712307,21.238665135376596,21.294738166488365,20.149191041599938
BZW2,21.611441665719028,20.621108555788542,21.64773437226647,21.19692096206888,21.57327695169355,21.604610012044084,21.862272971176292,21.789747543388053,20.744579641455733
C1QBP,22.782022380184944,21.948700539117404,22.52871002845265,22.163066107530124,22.87220564040521,23.012236683666533,22.926487622066247,22.839268366806557,20.933277599370413
MTHFD1,20.209834369685332,20.218587517084497,19.894849063688028,20.440543021051333,20.06290252996196,19.560426588280354,20.34511836838477,19.739360251458198,20.6965370352941
CAB39,20.463477235882955,19.21526596361622,19.18583098351522,19.56613699145267,19.639946562142185,19.876311463913883,20.396480636110603,20.09092265191672,18.195808932802294
SDF4,19.511144066003375,17.556662683770565,19.707444457291906,18.119561742963214,19.82153805808842,21.549771466566536,19.86321339724997,20.223475260128367,18.216580413842113
CDH1,22.190770770138357,22.041968456542683,22.224040365220656,22.01224610983212,22.465675264545382,21.225533859680567,21.368040906157773,21.77048082141469,21.84547624867906
CALB2,22.024892841536758,21.722288917084768,21.947034264947742,22.088299633892554,21.96848377702635,21.633723420627543,21.883958739236228,22.36483231662767,21.50400366016443
CALR,21.78462938617108,20.833271048863487,21.668938384027346,21.40240844461121,21.511567885506643,21.749189474167675,22.021960596151743,22.092825405475672,21.005450196462277
CANX,21.908189411610877,21.690606673067848,22.183879276216597,21.67908084421505,21.977894287217516,21.97056055366101,21.986183677978037,22.132932194099958,21.87638807294271
CAPN1,22.130905391322962,21.837266385717772,22.48936895883285,22.13083693471005,22.350871867182097,22.252546468431678,22.426081424291393,22.24705682366008,21.735043659277913
CAPN2,18.980567334018378,18.614166734258617,19.25575037486686,19.275087317426287,20.46190804848575,20.492816064539735,20.747352410943478,20.66603951876782,18.37350220319314
CAND1,21.950723648105964,21.75179353712001,21.875682055738796,21.73122142015406,21.556662793720047,21.743702671947204,21.86893915008779,21.91388868444217,21.169011661749515
CAND2,22.194843351861437,21.299028895644703,21.999347704760062,22.01290933645212,22.114218082136524,21.468271027220215,22.20703526051905,22.086674742426766,20.926974986103353
CAP1,22.56158385285609,22.612297345850813,23.306875371631296,22.32900495358737,23.162830370224878,23.74811904767195,23.285330879958323,23.30928012916056,21.419404780914448
CAPG,23.613958223803685,23.523223285549715,23.519565112072065,23.167052286714952,23.578485661176614,23.348683231951824,23.614963206240354,23.67266007670256,23.188910627405335
CAPRIN1,21.28569246319854,21.793399119832852,21.174230669301394,21.353437361438075,21.66703413136794,20.769475436279038,20.600193469522267,20.99554177838624,20.433583060954383
CAPZB,22.46363953650631,22.34885888410031,22.310428946890866,22.081887687308683,22.433582466507843,22.22586862477825,22.485781761203857,22.38892265805632,22.28139845671756
CAT,19.290997950115283,20.391919824556535,19.851600984252507,19.433026144755296,19.42873025272805,19.65904347029744,19.59935546488509,19.9611382269594,19.201578260505446
CTSB,22.952604494281633,23.271025329019288,22.754956366219773,23.053093965077267,22.892847220606562,23.069630363562304,23.294693395219753,22.87185409781448,22.868022942421423
CTSC,25.45455896580081,24.766794344314203,25.674083064479166,25.01741508790421,25.487653311663653,24.94813077417351,25.386762639898883,25.301922945115926,24.451515694364726
CTSD,24.80673080429087,24.967803422934004,24.528268866629276,25.00862382577897,25.24554509092884,24.318501902648244,24.390615468723887,24.1159866484669,24.488618658961535
CTSZ,22.250137172964827,22.01733615813134,22.107022625646906,22.08363593258478,22.404868200938246,21.268053949222477,21.801593040840924,21.977735122030403,21.59172644679091
CAPZA1,24.946770135070217,24.959742359796813,25.17163270362518,24.950010072053395,24.723028758114037,24.988651997526503,25.202459205790454,24.81203565784783,24.940959886946565
CAPZA2,24.946770135070217,25.27958259044779,25.194716931172376,24.820038899094822,24.69774238870449,24.91089984327379,25.123893850518918,25.065839389002914,25.21248490729992
CBR1,22.103747419163508,21.853291777517253,21.965392355097624,22.528044022949903,23.145892126067373,22.30773253106022,22.287713707991088,21.478556803522977,23.181290144101013
CBR3,22.103747419163508,21.853291777517253,21.965392355097624,23.198015115986173,22.725295962560512,22.30773253106022,22.287713707991088,22.70808964615354,22.5760706903418
CBX1,23.20170392959033,23.02742589935376,23.14832629751824,23.284919593259282,23.148864485541626,23.408262550708386,23.164900889380704,23.72122887102767,23.331043491812054
CBX3,24.384510516454803,23.840665941272164,24.31650192838774,24.449051811694083,24.29680702214941,24.60713223123346,24.916631553182853,24.679881655906307,24.07007037428155
CBX5,25.4455821779638,25.078887368266898,25.19768426989889,25.365532460158217,25.30394505437556,25.37430419479105,25.689693702371468,25.6806192622306,25.67214845749195
CCDC47,20.803213365430544,19.4873532390248,21.120648296202937,19.59339241524714,20.481893299256207,20.32379296994558,20.65932377024026,21.02642048768797,20.31590383659556
CCDC6,20.104671629003622,20.773912359565003,20.95666664019217,20.63676049595901,20.154929613512238,20.32307700914034,20.138879351829296,20.587661097536298,20.230078949388318
CD151,23.377498086711324,23.226838978332978,24.37470281241812,23.660622913432704,23.570216175416373,23.253950273277905,23.031602566208498,22.71449098517419,22.07607006912451
ALCAM,22.408920148976094,22.637099116114335,22.62100495762096,22.196349377342614,22.041711386651485,22.116517758004182,22.164367579954916,22.17129782654522,21.96169642754186
CD2AP,22.124025274175033,22.22511706471679,22.21699805061533,22.07960516763152,22.008476982778745,22.138806379726105,22.156462963084664,21.920789179519254,21.896160735639327
CD59,23.4692680448142,23.502647551596038,23.784942709090828,23.376711295414694,23.498221973003943,23.230048500685584,23.287909701385512,23.865611470708505,23.158826013986094
CD9,23.672235559305232,22.680177571973296,23.047486352598895,22.625212151645137,23.423856795086497,22.204109594678126,22.724389647610842,22.55582296441218,22.394366423058585
CDC37,21.395592795142697,21.350200961661706,21.14943413212426,21.662110209187517,21.602353882467494,21.535926065676314,21.705523178061807,21.470125709683526,21.484912325064215
CDC42,23.0763593653352,22.883340225608464,22.929112700827314,23.037683315205363,22.93184282679161,22.99315147620316,22.966813401628414,23.027694104630417,22.206793567610912
CDC5L,22.875769419937996,21.512030928452482,23.731548211622055,23.331626635853784,23.05548413073167,22.673445033548013,22.414739671164938,22.79856727385546,22.82833516725899
CDK1,22.087967906838585,22.622543795838034,21.642453513167872,21.542338379672533,22.22293365787176,21.66957709561111,21.94518566661141,21.647875630624323,21.82067371474732
CDK2,23.002970573945344,22.740801238247457,22.696411267639462,22.506238841446127,22.1038686500573,22.29389576067535,22.520770793472863,22.585219523312386,22.057255584563492
CDV3,22.69606911265519,22.9335697020853,22.572592759642344,22.257711283553633,23.22055712613004,21.989133782276788,22.76355171048016,22.936144024435297,23.598284943040806
C8orf33,15.101814193285941,16.56529715412239,17.926463071423413,17.547188111071,17.527469899638774,18.041540573161537,18.438190469322077,18.130211116799998,15.65334453195021
HSPE1,26.449568656558597,26.808293706863,27.010828962992143,26.87802745235637,26.402134898638472,26.77603243761842,26.762064098456058,26.749136616258347,27.127740544986363
HSPD1,26.259252891330902,26.305497530275225,26.420508094625355,26.06094052520077,26.139211770114933,25.985146628316087,26.101333233591433,26.217884544801393,26.017263787936074
CHCHD2,22.80018345205094,22.537559412453074,21.522889331631173,21.20159311115002,23.34981100642424,21.34901247997908,21.925192778752425,21.733154243653743,21.291535080195025
CHCHD2P9,23.117795439583823,23.073412257554214,22.47058287673793,21.721784269276714,22.72841174750963,21.34901247997908,21.927141103824,21.818912847495277,21.742174224506883
CHD3,19.102543992617548,17.95290179926673,18.704664133397465,18.500165008897024,18.4027737707695,17.7914919741194,19.33385821939946,19.01877635156738,18.024576707656905
CHMP1B,21.121453733009826,22.098930888099652,21.957809384277684,21.96007137364891,21.827184048827636,21.665601715882648,21.734253640329957,22.332959052287954,22.135099904452012
CHMP4B,22.708221938426796,22.986112357725137,23.13223803017945,23.270980552433233,23.392788927202645,22.864971288925958,23.150924542636115,23.445642895020427,23.32060062169674
CHORDC1,20.13620630928827,20.042032665679372,19.573911408741324,20.41235263863711,19.501083894389048,20.18165540003889,19.660378494585387,20.18177136362808,19.54323049496475
TRIP10,19.730340600393767,18.942784188281223,19.579468507900344,19.49753376597534,19.587293674628665,19.480936743217548,19.363311290133094,20.14980416905805,19.48865740383246
CS,23.851593212330954,23.254938609690722,23.770407689985078,23.574327614505886,24.046986073445282,23.788692987492524,23.592425035072598,23.708805392672154,23.597029594643654
CKAP4,23.188986706800065,23.162234709482,23.291899306610865,22.88985480540868,23.08398445496809,23.219470742814842,23.48401265431039,23.212519196510655,23.202691845616865
CKAP5,19.43945397995967,18.875736650298805,19.96640861343799,19.633151965367922,19.26555799949215,18.798381518727815,19.455478315355297,19.577763113258797,18.783570298175704
CKS2,20.38909047575006,21.19092215891749,21.074850379996864,21.334281748232915,20.970408696306823,19.40258232444771,20.657828418335,20.478541606516682,19.76788342664968
CLTC,22.685088057359824,22.64242253122327,22.35667571744488,22.263726627560338,23.08685963156725,23.18738781573877,23.026723324240884,22.727749340671977,21.651752637664572
CLTCL1,24.31368805314849,24.239657836120113,24.349377000683553,23.805022797662073,24.02929346190952,23.92471136888923,24.104217251170567,24.121619031747645,23.79873953096901
CLIC1,25.917894775431016,24.987917103781818,25.669619524311486,26.50758734509487,26.30187142392426,25.3271142196295,25.511585936614715,25.67573771485291,26.0154980868328
CLIC4,25.79975144739778,25.513315242136265,25.63805988837148,26.333548674460552,26.28585540437973,25.370504249963204,25.943574328671566,25.423417031602007,26.1997597447787
CLIC6,25.55060119174484,25.58224951285243,25.470846519147415,26.633930747448154,26.17874334394335,24.977390785083607,25.347550812052724,25.37082810188731,26.068564420381858
COMTD1,20.573318870104448,20.28448226453386,22.36734032071303,20.112896990462694,21.76512188349614,20.808747903800413,21.68635792948778,20.520743893909113,21.159891597370397
CNP,19.820097705521672,18.819923213550435,19.75185669136766,19.561381526208613,19.844400996783374,19.752979704676555,19.858654915220114,19.864027627935762,19.047128534524383
NCAPD2,18.83542643613905,18.194229943895486,19.39027711592648,19.069179076653914,19.31704801264938,19.151089554973574,18.882921451194733,19.268223208900807,17.591165589985728
NCAPH,17.656276068795634,17.29147679151853,18.043090691367368,18.094661008199182,18.001039506884197,18.02688952759573,17.715670060437198,18.244100276172183,17.27474916554858
NCAPG,14.774072910019148,16.89988240787994,16.363685448147763,16.3184637011849,16.66034000553409,16.988730909464273,16.7680663698244,16.27682621354186,17.40954549093034
CNN2,22.576159536651303,22.748646477132556,22.03563433643984,21.26526808489826,21.827185943523542,22.22583622605272,22.879100196575397,22.369118039873328,21.814929243787482
CNN3,23.166135975578943,23.011819470081388,23.002594127575083,22.6027686796214,23.161675036128244,22.810807110578548,23.111676241696284,23.139462817198236,23.22928069400272
CNPY2,22.411527282684293,21.772093658292384,21.80893991613654,22.413907651710286,22.706407351199918,22.336353899806497,22.93536000908835,22.82394275768894,22.437839504169798
CNPY3,16.679203402151668,16.726037716243898,17.553480602444456,17.920036244193366,18.912685958201905,18.67727010999734,18.636404770929367,19.038716012556666,16.184576307435815
COASY,20.379411622014683,19.960178126979592,19.968888215286377,20.559375317320455,20.549462543008353,20.32177681615867,20.307035777956315,20.544690531047777,20.013919392425507
CFL1,27.029158836289383,26.906906545695342,27.445870980804777,27.273691764842944,26.881395658699468,27.43371175922286,27.42014772899106,27.362495931074317,26.935476059936086
CFL2,27.402059287520746,26.860614930648858,27.611980614579075,27.372894018105242,27.44536667509749,27.868454787589013,27.504367859777755,27.70284359492062,27.35353455460353
COMMD3,16.22837799265678,17.22570058131697,18.00682807726381,17.262406066758377,17.91428741010059,18.38461726540438,17.958259182126213,18.02556230331482,16.651339498913572
COMT,22.075897775623226,22.565589488313023,22.11619484417813,22.693567101187263,22.672716447004795,21.73744627934911,22.48826546947883,21.896454142896772,22.416660499794297
COPA,22.25890756896942,22.047410412143748,22.259630758869907,21.6529001677447,22.143893423089338,21.97311568507799,22.014155044940484,22.116133677326822,21.70876472276518
