OMICS_ICL103_Mock_24hr_Protein_1_072,OMICS_ICL103_Mock_24hr_Protein_2_046,OMICS_ICL103_Mock_24hr_Protein_4_001,OMICS_ICL103_Mock_24hr_Protein_5_107,OMICS_ICL103_Mock_24hr_Protein_5_107.1,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
MOB1A,21.442627032208183,21.297407802630666,20.85543430676142,21.539391551987926,21.05794203226806,21.067950992245542,21.31533983105279,21.509022258067088,21.40717945768751
MOB1B,21.442627032208183,21.297407802630666,20.85543430676142,21.388495200088297,21.163127382897212,21.248949121404927,21.45081119221387,21.6284551331038,21.373316690888355
MSN,24.151445388862733,23.994534091347678,24.155875713799055,24.29612775730979,24.178899255090627,23.970593616963857,23.987102827648542,24.17499711450852,23.78040359936025
MOGS,22.2272291653571,21.489274802046197,21.57509339725651,21.72441934523804,22.011308689551427,21.886160503307124,22.102512704553117,22.11989623591241,21.48277576300899
MAP2K1,21.954836074262243,22.041589152262762,22.148571450651524,22.482819294403697,23.25268759160281,22.78278808604347,22.590784305977408,22.963966925849704,22.56679707540737
MAP2K2,22.006309962919083,22.21211847781864,22.309094311358564,22.310019721579387,22.504564523590567,22.671415302659078,22.34610675132352,22.84598056675837,22.495469106201554
MAP2K3,17.964584790648367,15.057932210838873,17.537911778829205,16.141441894321304,17.698306755800374,16.519115137094175,17.171406121811955,17.285649436641698,16.881566318449632
SLC25A3,25.832947947005827,25.00713843199714,26.163365148573213,25.879125988088614,25.645117117331232,25.944533831797514,26.108911000898402,25.952298153272274,25.409115471451905
PMPCA,19.532509160126164,19.13093434597129,19.47046175616327,19.183806425949623,19.483856898900047,19.50489110677575,19.574729873866197,19.28148495660929,19.002476644270228
PMPCB,23.00505453642019,22.407362541360545,22.79832947077491,22.46665946471622,22.20981803045239,22.672687384020364,23.224162491100962,23.16524272795306,23.318144002191524
M6PR,22.647721237511178,22.55451207729786,22.030656183521707,21.479164533935535,22.478717655897913,21.847400622825162,22.227089486316025,22.212761022576174,21.951737204642093
MRM1,18.644411407393754,17.58828431313602,19.359701616715828,18.547620223063237,18.42502516094066,18.783838054392035,18.133379343655264,19.04965665830993,17.9014235521096
MSH2,18.822959664793643,18.296182387740856,19.635972906703046,19.529996060924187,19.88975767080216,19.506972729427854,20.029506531127595,19.673844851054703,18.443874171491508
MSH6,19.658921211202948,19.130177226516828,18.96246150128443,19.795914590536544,19.94849434022437,19.61615451583781,19.728980989715723,19.496160926422174,19.336875205353092
MTAP,24.38977402200546,24.33295583080685,24.008030833499674,24.996094717607445,24.841650334808953,24.201304860783814,24.51090119206128,24.45713907404625,24.481752335505753
MTCH2,21.555081615343603,21.572300247624067,21.745540652344935,21.14009098577319,21.441479615537993,21.544287731503214,21.769656711781685,21.322603625851936,21.60284124256716
MTHFD2,19.424104900725666,18.77056980372289,19.48659709201359,18.96333579415651,19.639916552132284,19.62419930617894,19.934415226283466,19.76128045511485,18.483430459635677
MTPN,21.56724065980049,20.967967690084677,21.568749782785126,22.62507183460437,23.09752641577682,21.78522890116864,21.50375542129359,21.892871536997006,22.05027385634142
MVD,20.864783154960197,19.978802746989725,19.918399342311243,21.037668175077172,21.125408300946372,19.52506397187094,20.43461490565626,20.712413718271833,20.892412617980682
MVP,22.49686853069288,22.210435570808315,22.32944976215376,22.173341196969744,22.28129382529157,22.03153134774532,22.09722978134228,22.097195769877537,21.977459019168244
MYO18A,19.672924292947904,19.318823958551935,19.050861185376355,19.062245678292,18.809519449334584,17.771277188383564,17.881501651094162,18.326101080346398,17.989408125290346
MYADM,22.5903556018414,21.8701463277979,22.627171552215476,22.64446777869753,23.24186097213162,23.149420925356452,22.5140673297295,22.540654176123518,21.184196070123782
MYH10,25.169888932192283,23.658535993606396,26.179222677836545,25.210137406934415,23.995795286800682,22.701102033010613,25.07711853798337,24.567011089111304,24.35711846942445
MYH11,25.422329244528342,24.574026252006025,25.777922042451216,25.180486512223474,25.28634552577172,24.9695364824646,25.423352604100373,25.34522876138286,24.741351331446822
MYH13,25.011527906726744,24.97369272934085,23.10466098345759,24.941890102936277,25.263374037587024,24.461988004344832,24.83344203175268,24.365200386426636,24.526471350198953
MYH14,25.422329244528342,25.34804420807737,25.273003707753553,24.98981189740013,25.367247384368543,24.850847414720846,25.342277640164138,25.22859126589323,25.13099007823447
MYH9,24.417590081707687,24.496683463321247,24.6868523240125,24.40338402511087,24.526729080808014,24.45045425731837,24.543879901600405,24.671558203835602,24.364214766768665
MYL6B,25.536599902962003,25.5038971339138,24.895162879013096,25.17684727320704,24.754411630641332,25.41114497627053,25.766217933285276,25.96990696170661,25.824548833707375
MYL6,25.5178892071183,25.553685629083304,25.34108817240932,25.102308845323343,24.764137593026106,25.467482463128903,25.525368418270773,25.94244013834426,25.768152528997344
MYL9,24.93170041500553,23.024506733511224,24.50823906939057,24.216943889150734,24.626435214145594,24.339021190165973,24.68377365858429,24.880866211407238,23.766789289947862
MYO1B,18.30519619076934,17.643636613669564,18.804202244544207,18.154986763801148,19.303607354879905,18.47238768183946,18.72326570825948,18.093908203372557,17.472107898002545
MYO1E,20.047875057388843,19.85210769448683,20.455461509172487,20.177745103986716,20.19178526902038,19.664502003842625,20.68796784887416,20.17436269290828,19.97012150991113
MYO6,20.79229802520594,20.835893198754725,21.625207966919646,20.992701544679022,21.268503736764885,20.919279464041008,21.01608862585109,20.747029934364264,21.044158556702648
MYOF,20.72152094061328,21.649196853798845,20.492907183137298,20.23331202784198,21.34689885574003,19.879817862575802,20.40785189280735,20.46351928160042,21.147378447053157
PPP1R12A,20.422306824492793,20.551108555015727,20.821762958394423,20.726955163760696,20.34928014885641,20.536936046197887,20.596635156065375,20.746500996797952,20.480381772338546
NAA10,21.558653021845444,22.495509612439946,21.926552561298344,21.8104347074127,21.484703493008,21.826762276701587,22.15464037301099,21.43060001847984,21.80044483457439
NAA15,18.211328930568676,17.80258814071571,19.216141089817903,18.786136680533446,18.783991950459058,19.200530177486296,18.575632344824665,18.704906735426924,17.961246064017296
NAA25,20.818329422879327,20.28901869416361,21.39486129952049,21.03151466660704,20.3881743283763,20.82918083556257,20.43178941063507,20.927196576436263,21.075890187806692
NACA,24.74289916550643,24.475937145024865,24.917139280256162,24.68310737868405,24.803962143410637,24.568811259481457,25.022869856017046,25.02695890832645,25.259387507667512
NAMPT,21.22571808147921,20.96084832027816,21.156951569874863,21.731368543211865,21.215814465489757,21.039310710421898,20.85672216568742,20.73376413516241,21.25585372646428
NASP,21.487027991840602,21.37167008503949,21.47931190401497,21.406765222702575,21.532195706532487,21.54690697819637,21.655568847147,21.47034946432524,21.81639840798755
NAT10,20.58502237466621,19.834092267249417,20.81203598489121,20.235496719458713,20.482715461497826,20.359521730576013,20.765956335002745,20.78499408108781,19.821840231272706
CYB5R1,23.04313798545099,22.186018226441053,23.826876095505185,23.172959981574394,23.48934365696913,22.924355105480824,22.978665209495116,23.46054953651519,23.430895991976563
CYB5R3,22.354715986131872,21.5670918822937,22.372927730013156,21.633640805112094,22.188085844086235,22.13547620309059,22.26052319962286,22.30085524812607,21.969351613269858
NBEAL2,19.213623083372298,18.64333486392213,19.396811657860397,18.7196454276747,19.102029724871883,18.878235036403044,18.867331520860088,19.2309663144838,18.179984090931832
DRAP1,19.455928931770302,18.70709698391818,19.452499164751963,19.545862403087522,18.965346325783226,19.386051459592544,19.469366318271973,19.75051219088827,18.515044161364344
NCBP1,18.49732139919595,17.494879335101775,18.930997983026998,18.53980823952117,19.704326364072344,18.848580685599043,18.911746053661062,19.650869104145286,17.560747494864003
NCEH1,24.172749786735775,24.349307868093934,24.659003416381868,24.102425551720607,24.212319341327227,24.408839570913152,24.347967677175586,24.416143452024798,24.221467860231563
NCLN,20.45874462978842,20.663718122726223,20.642924653124787,20.33568535000112,20.19274514596026,20.764419586185863,20.15276605565071,20.556612104729005,20.182607838583074
NME2P1,27.777060963815632,27.775852887544048,27.81903615290792,28.170847352654228,28.02114897149591,27.775396162579298,28.05984766041913,27.96379512980667,27.95174523202016
NME1,24.720963042697996,24.767835326331973,25.08403166311261,25.579138927350133,24.74505706416998,25.037910074529567,24.751254584030747,24.729917089350394,25.23145780536601
NME2,24.184891776784973,24.118267600491397,24.186744295887287,24.591299724694167,24.29389369663592,24.49561730458218,24.285466595172245,24.248703723942594,24.343148083010433
NDUFA4,21.600232011211972,22.192630151272088,22.23734849523981,21.778133817309616,21.179702561405048,21.652924817025013,21.7260366135015,21.763665630726546,21.46769147680174
NDUFA9,20.85129201555413,19.943977944278103,20.533140317062927,19.355306229771127,19.99721129317455,19.001539219631855,20.280460048647456,20.211819875328885,19.636794660711246
NDUFA10,20.287521789841165,20.064111588386623,20.69702720108579,20.59331248332926,20.371201734243986,20.65971168530779,19.961235296047786,20.475037229369015,19.105128306832388
NDUFB4,21.33181572672561,20.786500630847904,21.48603757377285,20.883101364832573,20.654634005061812,21.129288057484583,21.42275408566336,21.028576304501488,21.49070258325917
NDUFB9,20.055037380476172,19.889431299785493,20.249096351058842,19.683840652135125,19.640580162605353,19.676550883211224,19.672125359336924,19.971160408777635,18.793051774980675
NDUFS1,19.681250116610176,19.368517511089614,19.80361466942228,19.36158497000752,19.882590441582703,19.51155516779954,19.7834508975905,19.79925102556854,19.302829051032
NDUFS3,18.90914123846609,18.07052579375226,19.334267179845718,18.90161789430979,18.808565229232588,18.988360790975015,19.079600596929584,19.097304708454786,17.95824928383277
NDUFS8,21.15028698050333,20.39771100809462,20.58439909587086,19.91796755818024,20.44030617852092,20.293299627701913,20.558331307094694,20.987180691467877,20.2334332487744
NEDD8,22.653847017186095,22.436966909917636,22.639721117909765,23.13277506600336,22.586802656511143,22.582762517044145,22.696699421955536,22.850027130264003,22.66581793727891
NEK2,19.594938888876886,19.1402533840206,19.682878786510564,20.207484040321848,20.088306702270543,19.295977350783858,19.60293424008641,19.82408445578938,19.303505927749395
NEK7,20.56520135482296,21.69797860747861,20.552202194368782,21.92038154347774,21.128455655158643,21.7613199693242,20.244882781515436,20.741528324800257,19.42249748854504
NLN,21.343088894199724,20.861141223625722,21.17003946530978,21.740049580607646,20.962033417837933,20.673965336972344,20.796284189711436,20.961836573512322,21.420406337524398
NEFH,26.426084383145785,26.879635500050863,26.94133137729795,26.771348777870493,26.165159321758182,26.952946727432106,26.6937272863871,26.64280605168796,27.04962981211233
NFS1,26.426084383145785,26.879635500050863,26.72211116420513,27.10437172552668,26.165159321758182,25.29860267945347,26.976043351844172,26.876312240513307,26.94434857580392
LCN2,22.174477021560758,21.071492754742778,21.5970138396362,21.719571233241385,22.401869645358726,20.30190806668932,20.485980192171166,20.50680799193175,20.890218914204887
SNU13,22.612588005346865,22.68674675191367,23.21991356023831,22.934795779411353,22.859756434758943,23.33268066192773,22.982833054428077,22.779820308456827,22.429766059495307
SLC9A3R1,22.457345408577485,22.867834907220406,22.432271792610507,23.02629119165015,22.333341060374003,22.17753092888775,21.929999733702033,22.064889461047308,22.52137946415011
NIPSNAP1,22.097890121359352,21.86743172217291,21.855662533697014,21.96020506763069,22.56569783290903,22.079642584747496,22.792977473874913,21.994121509273498,22.584207631211576
NIPSNAP2,22.972715206826372,22.61775584896308,23.027087633457146,22.944204376676776,22.971826063121142,23.317216472923484,22.607786987100003,23.200378398798225,22.297508411922486
NIT1,19.829920916807104,19.042464320501924,19.39858631895514,20.376173482277096,20.087293079305038,19.31344743742708,19.539764196938975,19.873121985002722,19.719628723459294
NIT2,20.998442431365223,20.619014323264096,20.340325562224503,21.60685815661914,21.799487423482066,21.06716272804984,21.066266165996286,21.04625758229633,20.70485567822175
NLE1,19.314056972739614,20.077350710730872,20.973564726473185,19.562125398684042,19.895508333700608,21.478893688671068,21.38819836649792,21.323908815052263,19.951989480514303
SCP2,22.822431685614276,22.750234072345293,23.138099098226256,22.445781476279706,22.80354305964431,22.974954069539756,22.9963853455013,23.065450986147937,22.975057360617413
NMES1,23.352004964130295,22.953132484593127,23.64077927287271,23.030057599514713,22.84274930730059,23.530376228050695,23.3593938430761,23.081493725693747,22.9362560304001
NMT1,21.974491460952116,19.736879949782335,20.787813201288575,20.806747720684616,21.278462642780802,20.36466380270635,21.37550254519092,21.369640047520058,20.493703897675616
NNMT,21.375093035196915,20.34805789267896,21.090702903615835,20.761187726194485,20.61118614304823,20.856577844665775,21.29925046730515,21.34868710173444,21.08347399051103
NAXE,20.777196413204784,20.150637376081555,20.77105565781521,21.224309833783455,21.423366472768095,20.397635394143332,20.558692492908442,20.923520386441467,20.184808842106932
NNT,21.93888630272093,21.843975630458633,22.2562280804095,21.902110201389682,21.958505842010833,21.764697991113206,22.18818181165664,22.083066478899422,21.81733877611498
NOB1,23.11590991320531,23.998066572622694,23.36831925253546,23.016489472198007,23.449784174585453,23.069110670271094,23.090059656433368,23.16759273867583,24.25841512374611
GTPBP4,20.898173151371385,19.394388213236567,20.779101365747696,19.703459585117947,20.229668874904604,20.299591783152316,20.028326744276853,20.347071080821305,19.723158295164268
NOL6,19.480077035237763,19.45921045541867,19.883688540716317,19.267628069492645,18.885060064922904,18.984682091776996,19.363651890645972,19.6669333376763,19.048786185416446
NOLC1,20.555121698403802,20.812566408732657,20.761209578285403,20.759471758718647,20.724072895306684,19.974665123032736,20.924213970504088,21.062502382181158,20.221274638019764
NOMO1,21.56421543718334,20.59812846103031,21.243745671780832,21.02058111430575,21.29057551291477,20.790018391191687,21.85308835486528,21.941279610939922,21.080557675797994
NOMO2,21.56421543718334,20.59812846103031,21.037671834007945,21.09714240864216,21.29057551291477,21.03643126095339,21.85308835486528,21.941279610939922,21.080557675797994
NONO,25.441984297739513,25.36459787257896,25.86747181152211,25.50986960770206,25.293031111874264,25.300900517305404,25.442637537352297,25.33125405219618,25.596851745497553
NOP56,22.177907332800267,22.23053520837356,22.39027906062844,21.733871977529617,21.9990290825326,22.139013562192183,22.292551738963265,22.429121977298177,22.560676436714083
NOP58,22.33329373893697,21.715243434961536,22.23373378194964,21.641918736748107,22.3263213308294,22.13805277658101,22.480680351244146,22.416425593757666,22.36796029875672
NAP1L1,22.665751573435234,23.030527390141575,22.714846716053692,23.09979797298118,22.975839142915564,22.818531588775105,23.07757816817788,22.761975825248594,22.98037702778354
NAP1L4,23.750527768133207,23.598087191678154,23.232933564942197,23.959932376521277,23.643264483212228,23.715980231154223,24.0809452707858,23.92097748011547,23.869805652510664
NPC2,22.06611417000125,21.24361975469487,21.680995054230873,21.72541649969208,22.18034112233557,20.44317413026873,21.244320166565302,21.685947444468887,21.45060833325118
NPLOC4,20.671358806301747,20.353050082367908,21.058249227072398,20.697513303086925,21.303941382604226,20.20843082158732,19.978012459700487,20.191336606755062,20.72085951980803
NPM1,26.244389666545374,26.150252561066118,26.80633763195414,26.209250061469618,26.219966195336678,26.271970663039482,26.45027250530365,26.423679540248266,26.34804146044236
NRBP1,18.898309133766034,19.412442837166783,20.01396719048376,19.472311659464985,19.353392434594397,19.83888536067938,19.20104991433393,19.500598747571868,18.797079279144185
NRDC,17.211854159598552,16.97296479873057,19.500328990890004,18.328775992705964,18.87232523180195,18.433279713842545,17.385434279005015,18.79493789095629,15.417208116881074
NSDHL,21.767842803405173,21.33279191779664,22.32561999745183,21.75194100517966,21.787798609103156,21.79665172656908,22.381432173247518,22.123231677498353,20.975233824303324
NSFL1C,19.037319692241184,18.456516346871876,19.41799568810714,18.58285528499636,19.37495867158531,19.347657298792,18.726596259183076,19.099698189227606,18.488539158806347
NSF,21.450706851827043,20.674594304849556,20.78247786848365,20.778196077234725,21.449773673845822,20.71953711015999,21.16311290042351,21.36707829981606,20.89491103304176
NSUN2,20.44373315963488,20.70081356173973,20.989547581444082,20.343986680135032,20.442732555477313,20.744092730274215,20.694730549221575,20.61101591372144,20.33387880526553
NT5DC1,19.575585459015432,18.749547376711174,19.201379789473506,19.778751468589224,20.073100727153086,19.59486157204981,19.56146624534254,19.684321957654724,18.922598060193295
NUTF2,23.228803446880647,22.060342394789295,22.338564257807032,23.935575548103536,23.911727078936075,22.528647043144588,22.714038202659182,23.022012853017742,23.021441252225713
NUP155,18.377815856797344,16.780267294281753,17.667050851160223,18.132282177448893,18.265539226816177,18.14099483613637,18.465997477877934,19.022269581419042,18.1277012114571
NUP160,17.19567969379984,16.559639713256562,17.230974622926627,17.366922491932957,17.798735290940204,18.54924670468906,17.95390013682001,18.127198244623536,15.5415794670478
NUBP2,20.991898290679202,20.112787346149414,19.440755620539857,20.290188345089017,21.129594504936186,20.08206236486831,20.608877166795068,20.738824574477732,20.527798656839288
NUCKS1,21.965347118542454,22.29095217080779,21.5109472514942,21.02247769105662,20.93109257575452,21.797200995933302,21.629313203827486,22.011661957695427,21.224796252492737
NCL,21.18024816079714,22.55304958561756,21.694246403420834,21.822692336891613,22.215285631593645,22.084852723570506,21.687404871936156,22.137093501768472,21.392395594512614
NUDCD1,20.160954205189537,20.299308574288276,20.7313500982364,20.57856733184389,20.276864884314435,20.641260168377364,21.241850543963324,20.79827290365613,20.46986149822413
NUDCD2,19.549550371879228,20.346333505944912,20.442295069537924,20.155525985708863,20.475808326421728,20.43558373461608,20.513100569956272,20.898163746599135,20.465244910403218
NUDC,23.062359659658487,23.23652218545096,23.481815256870078,23.431574901706643,23.22123206289308,23.403406432929458,23.345840824165613,23.395463757969317,22.790324927205205
NUDT5,22.482537107280425,21.99793848295717,22.458667371294517,23.40121081229737,22.821762741035222,22.654533663830566,22.66860980199365,22.92018757492738,22.40201850020928
NUMA1,17.949637063143072,17.457802272725417,18.330960602668757,18.244783253039113,18.003181102933873,17.55391436528549,17.70366824684631,18.360545143682018,17.562718248916152
NUP37,19.53669864141462,18.17139685505356,19.715628567261067,19.411463824604745,20.043823450836197,18.69703583524229,19.680843132545853,19.46420460717122,19.350411854332854
NUP85,18.196052600499428,18.577340643440838,19.530937347765022,18.709731950254426,18.507021049818523,19.489117913452876,18.784852287484828,19.005710665142054,17.544485009303653
NUP93,18.5758968529463,18.015111126534315,18.89968997265204,18.881406114123273,19.293949338707478,19.073005377696056,19.560294874860112,19.43965939606082,18.02748418311323
OAT,22.16371167011171,22.09216438731378,22.35379172140334,21.996026886437367,22.174409391620223,21.84001890619643,21.933481214372282,22.017766127965665,21.9541143795663
OCIAD2,21.470450907089653,21.557175044836804,21.923942384586464,21.321020539372938,21.612327919328933,21.985484397763493,21.835744587824312,21.905157123868413,20.764697682578237
OGDH,20.227495725369483,19.979053077133067,19.90568420224207,20.000422639201958,20.12090348728681,19.769879122166962,20.330083111985534,20.328515839244645,20.438272623709164
DLST,21.934626354058203,21.795673722453497,21.581063480880132,21.787791652028066,21.88947340628465,21.75086195467933,21.787871000037573,21.926436247039447,21.968444551130105
DLAT,20.491322917613836,20.978138753625707,21.460185318176613,20.59765968134561,20.787804480867816,20.848467267276305,20.984776860783757,20.908164893456075,20.64074865989538
PDHB,22.59399674818836,21.888593679092974,22.122267551823207,21.827646105899902,22.3825717716603,21.910219573240404,22.368491398493205,22.33335979385235,22.000522036974026
POFUT1,21.583032799452468,21.495568656681762,21.364630691087857,21.584402347900273,21.4936557946991,21.551253086701976,21.760579136736915,21.35517037046542,21.37021327670643
POFUT2,17.906146137547374,19.816129728552294,20.67912232336845,20.09960912866243,19.670560679160904,21.27728059614866,19.53096887505417,19.341927402573653,18.081386104961194
OLA1,22.908010166185022,22.888437508070005,22.923918039675602,23.276198537938278,23.031063007258993,23.147223821176613,23.026393855254124,23.067492309848674,23.0234468968105
OPA1,19.620382337630744,19.02780728624879,19.77904836577443,19.2173453234885,19.64796896247252,19.612435641155038,19.838488963046707,20.10606354326355,18.93367479813346
OR2T2,25.215520540793577,23.98177688890129,24.680592642813465,24.625904256090806,24.70649405401864,24.69952755071168,24.982696766404935,24.996732414616858,23.26933600064989
REXO2,18.373592997865245,17.69098886030767,18.295191954041584,18.773498136499693,19.5810085739539,19.807555740672825,19.953464467666198,19.44492750305706,17.876932482385715
OSBPL3,20.56450850867746,20.476523441893278,20.689645378909468,20.25929604752242,20.216925915803472,20.54478293451713,19.900679640826013,20.54373256516103,19.9627026903496
OSBPL9,20.55321423668107,19.279274285367777,20.63375255481388,20.379648170798504,19.863874217318962,20.64411628548311,20.636456428177592,20.55940299244937,19.899767028465472
OSBP2,22.297688452136835,22.187896814569832,21.604379142543557,21.832149001007373,22.20442396429264,21.370862025192558,21.828769681199145,21.5844752094189,21.83332433331648
OSGEP,16.588017253221402,16.116972887441417,17.146902349505254,17.35563249154567,17.372541043214568,18.36219809428217,17.562976749212154,17.593079750399472,15.239438889092039
DDOST,23.379461399922192,23.396421751377673,23.55110176319044,23.39847460281991,23.62202130257496,23.677453064711226,23.591494471346564,23.85717372412534,23.260785624893888
OSTF1,22.0469176419223,21.86371691829204,21.492680983433864,21.732370372194875,21.959400834997844,21.87161827670474,22.004440943393686,21.80571915987426,21.89780498685574
OTUB1,22.04521323092117,21.70193079673531,22.05928280861,22.687028774830868,22.76747840299712,22.124241393964724,22.014681665712832,21.72713983037088,21.872756827688974
OXSR1,20.87518240663877,20.65997190279256,20.9797819109794,21.06496298358355,20.85927016417706,20.805483944700363,20.977619829611484,20.92520075525958,20.79528684673918
PM20D2,20.02443123498042,19.66436289417518,20.07299471361374,20.468412189357153,20.259902136525447,20.449731056480196,20.119864501127076,20.54898558742385,18.701072042277396
P4HA2,19.462897351732636,19.46619399172402,20.212727924605545,19.808082708099352,19.7031382465984,20.009846111673177,19.26100849365379,19.352529471165887,17.170863899582667
PYCR1,22.2776322033076,22.68163363972471,22.189782512690684,21.861085177613855,22.21562158110514,21.647592850503067,22.07588701939106,21.95250175218758,21.638632837019635
PYCR3,22.152155548067665,21.834102057497837,22.43840326021231,22.29108464610323,22.151019786045644,21.96106712116802,21.924031903805574,21.6800661636662,20.774432858468288
ALDH18A1,20.323699818898433,19.942010934689456,20.376825000494897,20.20391395688599,20.64662625690714,20.36583941163321,20.555461616120596,20.58291277709094,20.179584973421516
PAFAH1B3,22.48670276897888,22.54165337917081,22.33668513602052,23.587846432520763,23.023026250332155,23.04277335942936,22.09949051754163,22.24613992732381,22.28742739061882
PA2G4,23.09506839408195,23.650473486005254,23.596307422226985,23.630805546887807,22.85929007822863,23.941418229942173,22.852626610562325,23.990712995599186,23.79608881603972
PABPC1,23.12008857244135,23.54189525263926,22.831532463003352,23.05131622519068,22.803688351542817,23.828268666861273,23.49427912805966,22.998426138970288,23.68270116583285
PABPN1,21.922897216029988,22.464622059776428,22.20424701761068,21.93502463362774,22.353827470851876,21.87048670206802,21.840219887997094,21.763947756881333,21.964567257565342
PABPC3,24.980845326968925,25.383121991342026,25.202671617964143,25.054555802270194,25.069487919768065,25.321209630030715,25.33278336225696,25.150546228755307,25.273127003795924
PABPC4,23.34485869965334,23.171949602535392,23.35847498915001,23.110739743673207,23.346627914109455,23.098854843596314,23.301561727536964,23.36373944120184,23.218393506072132
PACSIN2,23.9189388098334,23.788548301809648,23.913508864876825,23.894466803638526,23.709582325414225,23.73419991015114,23.835681929954642,23.634023674515117,23.55184008570844
SERBP1,23.186171179133975,22.945531094281186,23.40298878907258,22.835870359694166,23.05984554112043,22.92600780534799,23.00726822659845,23.25577295849146,22.55437449134302
PAK2,21.584485741589383,22.059218079755183,21.28177652772369,21.545900311968346,21.845162757635716,21.510995752002103,21.700437264775182,21.470212206997335,21.542430306088747
PAK3,21.156101804681704,21.85876980738231,21.436378959337937,21.65640194821614,21.959541117737846,21.535498978474035,21.731897666933616,21.457255801425298,21.823422513641102
PPIAL4A,27.736052560622298,27.337080356189404,27.28296344727292,28.184684536199498,28.09209814332013,27.765310674530554,27.603849620312452,27.692282010536807,28.09356631035223
PPIAL4G,27.370830027394973,27.946212482113545,27.58293126434115,28.23653374754762,27.687408339928133,27.81084854905138,27.590054689897492,27.359705296244673,28.221911892952967
PABPC1L,23.974748486168004,23.874247419957584,23.73185804447274,23.304941054772836,23.524584924469437,23.613361871204688,23.79488852708092,23.75156540283734,23.92384343812008
PABPC1L2A; PABPC1L2B,23.923201817559704,24.702006388502394,23.859506430621856,24.163161661996455,24.13610349197836,24.003139289756792,23.896813054677928,24.083677260850273,23.330335343658753
PARK7,21.350492515009126,20.530434466537177,20.81651670238574,22.337876691371815,22.074710457549052,21.1131341774356,21.14547190268916,21.746297053912002,21.284440938543643
PARP1,22.88472826574934,22.721818299797114,22.88553518211011,22.590796105609,22.77096681992394,22.89389921288639,23.09238947284033,23.0366652627748,22.859601058881296
PATL1,19.33398770736288,18.586953973129525,19.058277769158256,18.945942419541968,18.88899587995295,19.510863635164075,19.661771003795188,19.930514821892103,18.640176075208966
PAWR,20.561277490281057,19.856135690555213,20.229779138595656,19.74387631674138,19.77599821799885,18.16381960294692,20.603546426119944,19.979825709897966,19.044492064629218
PXN,19.831501201714655,19.025759533356453,19.490337226286343,19.515720076864827,19.811176813722312,19.183135569380436,19.537660352542986,20.13324990354657,19.23567359064153
PBDC1,19.496112444101442,19.571583079321236,20.37210988266979,20.11822634753365,19.9771186653769,19.373225719958853,20.086667894361288,19.949968480657052,19.318305380398343
PCBP1,25.287191938887943,25.177176202290713,25.074580160019803,25.22604648310084,25.325505728795438,25.318598194119897,25.162375167182866,25.41718259817434,25.178787077845747
PCBP2,23.98260745128939,24.065734129883772,24.009333527000823,23.89770360091903,23.828496073516593,23.948591155574803,23.99758849063108,24.19966137307191,24.331446329494554
PCBP3,25.26040089790629,24.906848448919007,25.098869270876364,24.93960060219256,24.77247174503695,24.811581000030987,25.032133517458327,25.39381491119173,25.345979210265646
PCCA,23.855950000787917,24.726675354776443,23.388878467525856,24.317051560809297,23.282327572576733,24.436811499457132,24.26025744645792,24.279620564577538,24.42350365020631
PCNA,24.28452969877937,24.047614913741967,23.83692817716632,24.459380734937312,24.425813242949125,24.31527605741219,24.3283180001999,24.470397551226046,24.419267545199986
PDCD10,21.414492798082524,22.74666710151024,21.86324595448908,21.697515266580687,21.98713966105022,21.418732791970967,21.664010472281028,22.002898330198676,21.264533412656498
PDCD6IP,22.764014454743368,22.252943545741683,22.98380683402221,22.59911193379111,23.077766493474247,22.065195397349466,22.284322697739107,22.31570573419565,22.2248308643516
PDCD5,23.764836409271915,24.175702080363177,23.657709344295853,23.796791864368704,23.8011809817557,23.89784861181908,23.942898929034854,23.887161839658585,23.998530947373702
PDCD6,21.55232905264328,21.496240552724196,21.064581054056458,20.950836568112074,21.37203750413738,21.30397014101481,21.777178217211393,21.558020515201957,21.634308981926047
PDE12,18.512405175760264,17.694902686587966,17.571489848502114,17.536216722259596,18.394482031379965,18.119870773317118,18.80245943289503,19.16779194979889,17.651782137448876
P4HB,24.09335209179371,24.934377481925317,23.979419271599806,24.4323214327083,24.555423776342675,24.478157158902178,23.842723533463833,23.979225786199958,24.712416820659044
PDIA3,23.77173654107987,23.954945068573025,23.78633410397885,23.65933607239405,23.788025381716086,23.47481083680283,23.71067464342392,23.49770884319961,23.63428106044084
PDIA4,24.072937111189162,23.96733419049417,24.139538987181332,23.958395434632322,24.447560831255554,24.21614423184743,24.143908240147283,24.130461092052315,24.39247857656083
PDIA6,23.733615643893266,23.539617167426545,23.68762456897963,23.340150245231072,23.632567615882408,23.39425945744241,23.495540583627868,23.42704641799969,23.49535798080833
PDLIM1,21.819751794915682,22.638083481495165,22.99847746474791,23.082311110385604,23.067436405990748,22.47880951631943,22.481806612369564,22.515229688073937,22.861032202332495
PDLIM4,22.26042870998704,21.675058460773748,22.19250684225468,20.27684552568673,21.26401641727679,21.13345595922835,21.402007780786995,21.59142683755867,21.814536724780773
